category_id,category_path,listing_count,upc_support,ean_support,isbn_support
45112,"Business & Industrial|Office|Office Supplies|Calendars & Planners|Blank Diaries & Journals",1,REQUIRED,DISABLED,DISABLED
183393,"Home & Garden|Yard, Garden & Outdoor Living|Outdoor Lighting|Security & Floodlights",1,ENABLED,DISABLED,DISABLED
166126,"Sporting Goods|Camping & Hiking|Outdoor Survival Gear|Fire Starters",1,ENABLED,DISABLED,DISABLED
109492,"Business & Industrial|Fasteners & Hardware|Clamps, Ties & Cords|Shock Cords & Bungees",1,ENABLED,DISABLED,DISABLED
1300,"Sporting Goods|Water Sports|Scuba & Snorkeling|Other Scuba & Snorkeling",1,ENABLED,DISABLED,DISABLED
183394,"Home & Garden|Yard, Garden & Outdoor Living|Outdoor Lighting|String Lights",1,ENABLED,DISABLED,DISABLED
260134,"Home & Garden|Household Supplies & Cleaning|Laundry Supplies|Detergents, Softeners & Stain Removers",1,ENABLED,DISABLED,DISABLED
43504,"Home & Garden|Household Supplies & Cleaning|Home Organization|Storage Bags",1,ENABLED,DISABLED,DISABLED
100237,"Sporting Goods|Camping & Hiking|Camping Knives & Tools|Other Camping Knives & Tools",1,REQUIRED,DISABLED,DISABLED
67421,"Health & Beauty|Oral Care|Standard Toothbrushes",1,ENABLED,DISABLED,DISABLED
183124,"Crafts|Multi-Purpose Craft Supplies|Adhesives & Tape|Glue Guns & Sticks",1,REQUIRED,DISABLED,DISABLED
