"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"SON-7DCFFS6DG-6PC-7E-RD","","ToolTreaux 6 Piece Diamond Coated Flat File Set, Steel Files Assorted Grits 6pc","ToolTreaux","Red","China","","74336DF2-667","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","0.2","8.1","(6) 7\\\\\\\"" Diamond Coated Flat Files(1) Plastic Protection Case","7","0.4","3.2","74336DF2-667",""
"SON-7I1SWMWLF-SML-SLVRORGRN-3","","7 in 1 Survival Whistle Multi-Case with LED Flashlight","","Green","China","","ASRWHISTLE7-682","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Plastic","2","5","*(1) Silver 7 in 1 Survival Multi-Use Whistle","","0.3","3","ASRWHISTLE7-682",""
"SON-7INFISHINGKNIFE-BLK-PK-FISH-7SH","","ASR Outdoor Fixed Blade Utility Fishing Fillet Knife, 6 Inch","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","1","13.25","(1) Fishing Knife","","0.4","2","ASROPKFISH7SH",""
"SON-82SSSS","","SE SS8 8"" Dual Grit Sharpening Stone","ASR Outdoor","Gray","China","","SS8-8955-793","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stone","2","10","(1) 8"" Sharpening Stone (120/240)","1","1.2","7","SS8-8955-793",""
"SON-8INPREMIUMSHEARS-BLACK-IR-TT","","Beille Stainless Steel Kitchen Scissors Food Prep 8.5 Inch Cutlery Shears Black","","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","10.25","4","","","0.4","1","BEKITCHSBLK85",""
"SON-8MMSLAM100PK-BUNDLE","","ASR Outdoor 8mm Sling Shot Ball Bearings Steel 100 Piece Set","ASR Outdoor","Chrome","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","","2","2","","","0.4","1","ASRO8MMAM100",""
"SON-8-PIN-PUNCH-ST1032B","","Universal Tool Quality 8Pc Brass Pin Punch Set Hobby Craft Woodworking","Universal Tool","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Brass","0.5","4","(8) Brass Pin Punches(1) Carrying Case","","0.56","4.25","8BPPS",""
"SON-8-PIN-PUNCH-ST1032B-BUN-TT","","ToolTreaux Brass Pin Punch Set for Crafting Woodworking Assorted Sizes - 8pc","","Gold","","","","ToolTreaux","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Brass","0.5","4.25","(1) 8pc Brass Punch Set","","0.56","4","TT8PCBRSPS",""
"SON-ACIDBRUSHSET-12PC","","Universal Tool Acid Brush Set 6 Inch Metal Handle Apply Glues Hard Bristle 12pc","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Metal","0.25","6","*(12) Acid Brushes","","0.18","0.25","UHABS12",""
"SON-DGKSSB6I-6E-GRY","","6"" 2 Sided Knife Blade Sharpener Sharpening Stone (Grit: 120 / 240)","ASR Outdoor","Grey","China","","SS6-154","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stone","2","10","(1) 6\\\"" Sharpening Stone (120/240)","1","0.74","7","SS6-154",""
"SON-ANGULAR-SCISSORS","","Embroidery Shears Sewing Tailors Sharp Scissors Craft and Hobby Kelly Angular","Sona","","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","","0.1","5","","1","0.03","2","FNS9546L",""
"SON-FFKWSAFH6I-2PC-6","","ASR Outdoor Fishing Fillet Knife Hard Sheath and Floating Handle, 6 inch Blade","ASR Outdoor","Black","China","","KF13-592","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","12","(1) 11\\\"" Fillet Knife(1) Knife Sheathe","2","0.4","4","KF13-592",""
"SON-ADJUSTEARMUFF-GRN-OD-EM2021","","ASR Outdoor Adjustable Ear Protection Ear Muffs for Gun Shooting Firing Range","ASR Outdoor","Green","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","ABS Plastic","3.5","7.5","1 pair of padded Ear Muffs","","0.56","7","AO-55421",""
"SON-AO155IMWSAH-155-BLCK-2","","ASR Outdoor Stainless Steel Machete 15.5 Inch Serrated Blade Paracord Handle","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1","16","*(1) ASR Outdoor Machete","","0.8","3","ASRO15MSH-2",""
"SON-AO15IPHCT-15-CHRM","","ASR Outdoor 15 Inch Metalworking Ceramic Crucible Tongs Melt Precious Metals","ASR Outdoor","Chrome","China","","ASROCT15","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","2","16","*(1) ASR Outdoor Crucible Tongs","","0.5","4","ASROCT15",""
"SON-AO6MMSSBBSS-6MM-CHRM","","ASR Outdoor 6mm Sling Shot Ball Bearings Steel 50 Piece Set","ASR Outdoor","Chrome","China","","ASRO6MMAM50-40","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","2","*(50) ASR Outdoor Sling Shot Ball Bearings","","0.1","2","ASRO6MMAM50-40",""
"SON-AOHVLPHTTHBMRP-MED-PNK","","ASR Outdoor Line Posting Hunting Boundary Hiking Trail Tape Marker Ribbon - Pink","ASR Outdoor","Pink","China","","ASROMR110PNK","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","PVC","1","3","*(1) Marking Ribbon Roll - Pink","","0.21","3","ASROMR110PNK",""
"SON-AOSBFS-10-BLCK","","ASR Outdoor Single Band Folding Slingshot Molded Grip Leather Pouch","ASR Outdoor","Black","China","","ASROSBFS","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Iron","2","7","*(1) ASR Outdoor Single Band Folding Slingshot","","0.4","3.5","ASROSBFS",""
"SON-ASRO-BKTSLCGPKIT-20PC-PARENT","","ASR Outdoor 20pc Complete Gold Panning Kit with 50 Inch Folding Sluice Box and Bucket","","","","","","End to End Raw Material Processing","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","14","19.5","(1) Gold Panning Kit","","16.2","14","TRH53SJ0","ASRGPBK"
"SON-ASRO-BUCKETCLASSIFER-7PC-BUN","SON-ASRO-BUCKETCLASSIFER-7PC-BUN-PARENT","ASR Outdoor 1/4"" Classifier Screen Set with 10L Collapsible Bucket Gold Panning Kit","","Multi","","","","Collapsible Bucket","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","5","13","(1) Collapsible Bucket and (1) Classifier Screen","","2.7","13","L015SB6PG14",""
"SON-ASRO-COLLAPSEBUCKETSTAND-10L","","ASR Outdoor 10L Collapsible Bucket and Stand Gold Prospecting Equipment, 6pc","","Grey","","","","Collapsible","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Silicone","3.5","13","(1) Collapsible Bucket with Collapsible Stand","","1.75","13","L015SB6PG",""
"SON-BEACHDIGGER-22PC-BUN","","ASR Outdoor Serrated Digger Beach Combing Metal Detector Accessories Backpack Kit, 22 Piece","ASR Outdoor","Green","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","7","19.5","(1) 22pc ASR Outdoor Deluxe Beach Digger Kit","","7.15","12.5","ASRBDKIT22PC",""
"SON-BEADCRIMPPLIER-BLUE","","Universal Hobby Mini Bead Crimping Pliers Carbon Steel Jewelry Making Tool","Universal Hobby","Blue","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Carbon Steel","0.5","5","(1) Mini Bead Crimping Pliers","","0.16","2","UHBCPLIER",""
"SON-BLE-SILICONEZIPTIES-24PK","","Beille 24pk Silicone Zip Ties for Pantry Kitchen Organization Cooking Baking Supplies, Multicolor","Beille","Multicolor","China","Cable Ties","","Reusable","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Silicone","0.5","4.25","24 zip ties","24","0.1","0.5","BLE9478437",""
"SON-BLUNTSCISSR-55-IR-TT","","ToolTreaux Stainless Steel Scissors 5.5 Inch Straight Blade Blunt Point Edge","","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","7","","","0.09","3","TT55INCSSSC",""
"SON-CABLE-TIES-CT4B","","Universal Home 100 Count 4"" Cable Wire Hose Zip Ties","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1","8.5","(100) Cable ties","","0.06","4","BCT100PC",""
"SON-CARABINERKEYCHAIN-PARENT","","Aluminum Colored Carabiner Key Chain Spring Clip Small Size Assorted Colors","","","","","","","","","","","","","","","0.5","2","","","0.12","1","69462","1261A-60_ASSRT"
"SON-CENTERPUNCH-BRS","","Utopia's Automatic Center Punch Gold","Universal Hobby","Gold","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Brass","0.5","5","*(1) Spring-loaded Automatic Center Punch","","0.25","0.5","UHSLAPBRS",""
"SON-CERKCFFAKOG-12PC-SML-CLR","","12pc Compact Eye Glasses Repair Kit Case For Fixing Most Glasses","Universal Tool","Clear","China","","12EGRKCB8741-69","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Plastic","1","6","(1) 12pc Eye Glasses Compact Repair Kit","","0.1","3","12EGRKCB8741-69",""
"SON-CHASHING-HAMMER-8331JH","","Universal Tool Chasing and Goldsmith Hammer 1 and 5/8 inch Diameter DIY Crafting","Universal Tool","brown","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","8.5","2.5","(1) Hammer","","0.22","1.25","CAGH",""
"SON-CKK12ITSHSR-12E-SLVR-IR-TT","","Beille 12 Inch Steel Sharpening Rod for Knives Knife Sharpeners Kitchen Gadgets","","Silver","China","","SR12-667","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","4","12","* (1) 12"" Knife Sharpener","","0.5","4","BEIKSROD1",""
"SON-COLAPS-WATERCARRY-5GAL-RL","","ASR Outdoor Portable Collapsible Reusable Camping Travel Water Dispenser Water Storage, 5 Gallon","ASR Outdoor","clear","","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","PVC","16","9.5","*(1) ASR Outdoor Collapsible Water Carrier- 5 Gallon","1","0.7","0.8","AO-RL21-CWC5G",""
"SON-SSSWCTS-4PC-SML-CHRM","","4pc Spatula Wax Carver Ceramic Pottery Double Ended Tool Set","Universal Tool","Chrome","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1","8","*(4) Double Ended Spatula/Carving Tools*(1) PVC Pouch","","0.4","4","4PWCSS",""
"SON-SILICONEZIPTIES-MULTI24PK-CT23S","","Beille 24pk Silicone Zip Ties for Pantry Kitchen Organization Cooking Baking Supplies, Multicolor","ToolTreaux","Multicolor","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Silicone","0.5","4.25","24 zip ties","","0.1","0.5","RESIL24",""
"SON-COLLAPSWATER-CARRIER-PARENT","","ASR Outdoor Collapsible Water Carrier Camping Emergency Bag 5 Gal/3.75 Gallon","","clear","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","9.25","15","","","0.46","1.5","ASROCWB15L",""
"SON-COLLETSET-4PC","","Universal Tool Brass Collet Set for Rotary Tools Assorted Sizes 4 Piece Set","","Gold","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Brass","0.25","6.5","(4) Brass Collets","","0.1","4","4PCCOLLETS",""
"SON-COMPANIONWHISTLES-ORG","","ASR Outdoor Hiking Companion Whistles Emergency Survival Tools 105 dB Rating","ASR Outdoor","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","0.25","2","(2) ASR Outdoor Companion Whistles","","0.15","1","2PCCWS",""
"SON-COUNTERFEITPEN-BLK","","ASR Federal Counterfeit Bill Detector Pen US and International Currency Marker","ASR Federal","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","0.5","5.25","(1) ASR Federal Counterfeit Detector Pen","","0.04","0.5","ASRFCDPBLK",""
"SON-DKBSBS-3PC-SML-ASSRTD","","3 Piece Universal Diamond Knife and Blade Sharpening Block Set","Universal Tool","Multi-Color","China","","3DBS","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","10","(1) Fine Stone Block(1) Medium Stone Block(1) Coarse Stone Block","3","0.6","7","3DBS",""
"SON-DOUBLEENDEDSTEELSPATULA","","Universal Tool Double Ended Stainless Steel Spatula","Universal Tool","Silver","China","","DD2-32-372","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","2","6","*(1) Double Ended Stainless Steel Spatula","","0.2","4","DD2-32-372",""
"SON-DRYSACK-PARENT","","ASR Outdoor 3L 15L 20L Waterproof Dry Sack Gusseted Bottom Ripstop Nylon Bags","","","","","","Waterproof Bag","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Nylon","4","12","(1) Dry Sack","","0.75","10","15LDSBGRN",""
"SON-DTCBAU-12PC-SML-WHT-2","","(12 Pack) Disposable Towels Compact Compressed Biodegradable and Unscented","Universal","White","China","","SON1221134-817","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Cotton","1","7","*(12) Compressed Disposable Towels","","0.15","4","SON1221134-817",""
"SON-EIGHT-PC-STENCIL","","8 Pc Template Stencil Set Drawing Kit in Assorted Shapes","Fine Art Essentials","clear","","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","plastic","1","12","*(8) Stencils","8","0.48","6.5","4792189",""
"SON-FOLDINGLOUPE-10X","","Universal Tool 10X 16mm Doublet Jewelers Loupe Chrome Body Folding Magnifier","Universal Tool","Black","India","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Aluminum","2.5","0.5","(1) Universal Tool Folding Jeweler's Loupe","","0.08","0.5","UTALUMFL10X",""
"SON-GKIT2020-7PC-PARENT-IH","","ASR Outdoor Classic Field Gold Panning Kit with Dual Riffle Pans 7pc (2 Colors)","ASR Outdoor","","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","3","12","(2) Gold Pans(2) Magnfiying Tweezers
(3) Glass Vials","","0.85","12","",""
"SON-GLUEBOTTLE-20ML","","0.7fl oz Glue Bottle Snifter Needle Tip Dispenser","","Clear","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1.5","5.75","(1) ASR Outdoor Snifter Bottle .7fl oz","","0.01","1.5","ASROGB20ML",""
"SON-GOLDRUSHBEGINNERS-5PC-PARENT","","ASR Outdoor Gold Pan Gold Prospecting Beginners Kit, Collection Tools, 5 Piece","","","United States","","","","gold panning","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","10","(2) Collection Tools(1) Tweezer(1) Gold Pan(1) Magnifying Loupe","","0.46","10","5PCGOLD",""
"SON-GOLDRUSHKIT-7PC-BUNDLE","","ASR Outdoor Gold Rush Gold Prospecting Kit Classifiers Vials Sifting Pans - 7pc","ASR Outdoor","Green","","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","5","15","(1) 1/2"" Classifier(1) 14"" Gold Pan(1) 10"" Gold Pan(1) Magnifying Tweezer(1) Snifter Bottle(2) Gold Vials","7","2.5","14","ASROGPK-7PC",""
"SON-GR4XTVCSACK-5PC-SML-BLCK-1","","ASR Outdoor 5pc Gold Rush Gold Panning Tweezer and Vial Combo Set","","Black","China","","TWEEZVIAL-563","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","5","*(1) 4x Tweezer *(4) Collection Vials","","0.12","3","TWEEZVIAL-563",""
"SON-GRAPHITECRUCIBLES-PARENT","","Universal Tool Graphite Crucible for Melting Gold and Silver (2 Sizes)","Universal Tool","Charcoal","","","","","","","","","","","","Graphite","3","7","(1) Graphite Crucible","1","0.9","3","GRAPHCRUCPAR",""
"SON-GRAYDUCTTAPE-30FT","","Universal Tool 30ft Roll Gray Duct Tape 2 Inch Wide Adhesive Gear","Universal Tool","Gray","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Adhesive","2","3.75","(1) Roll of Duct Tape - 30 Feet","","0.24","3.75","UTGDT30FT",""
"SON-GRNSIFTINGPAN-6IN-VAR","SON-GRC-PAN-PARENT-2","ASR Outdoor 6 Inch Mini Gold Prospecting Sifting Pan 4 Holes Per Square Inch","","Green","China","","","","garden","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Plastic","3","6","(1) Gold Prospecting Sieve","","0.24","6","6INGRNSIFTPAN",""
"SON-HACBPCMTS-8PC-TT","","ToolTreaux Basic Pottery Tools Modeling Clay Arts and Crafts Supplies Set - 8pc","","Multi Colored","China","Carving Tools","6546-542","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","wood and metal","2","6","*(1) Spearhead & Curved Tool
*(1) Curved Blade & Large Spearhead Tool
*(1) Angled & Curved Tool
*(1) Needle Point & Angled Tool*
*(1) Slightly Forked & Curved Flat Tool
*(1) Metal Wire Brush Tool
*(1) Salt & Pepper Drill Tool
*(1) Needle Point & Curved Tool
*(1) Curved & Loop Tool
*(1) Spoolie Tool
*(1) Slightly Forked & Spearhead Tool
* Wood Handles w/ Metal Collets","","0.4","6","TT8PCPOTST",""
"SON-HALSAST40I34WB-2PC-40-BLCK","","Hook and Loop Self Adhesive Sewing Tape 40 Inch 3/4 Wide for Arts Crafts - Black","Universal","Black","China","","40v-B-446","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Adhesive Tape","2","7","(1) 40"" Hook Roll(1) 40"" Loop Roll","2","0.2","4","40v-B-446",""
"SON-HAPDSHPTS-4PC-SML-YLW-BUN-TT","","ToolTreaux Mini Hook and Pick Set Precision Cleaning and Hobby Tools - 4 Pieces","","Yellow","","","","ToolTreaux","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","2","6.5","(1) 4pc Hook and Pick Set","","0.18","4","TT4PCHKPKSET",""
"SON-POCKETSCALE-WC2610-5","","ASR Outdoor Gold Panning Portable Electronic Pocket 5-Unit Measurement Scale","ASR Outdoor","Silver","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","4.75","(1) Pocket Scale","","0.25","2.5","ASRPS5U1",""
"SON-HHMHDSS4XM-5X3X25","","Helping Hand Magnifier Heavy Duty Soldering Station - 4x Magnification","Universal Tool","Black, Silver","China","","4XSS-948","","","","","WARNING: This product may contain chemicals including lead and lead compounds known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","2.5","5","(1) Magnifier","1","0.74","3","4XSS-948",""
"SON-HLLW-LEATHPUNCH-6PC-TT","","ToolTreaux Carbon Steel Punch Set Leather Working Tools, 6pc","","Silver","","","LP-6-416","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","9","(6) Hollow Punches:* 1/8""* 5/32""* 3/16""* 7/32""* 1/4""* 5/16""","6","0.2","6","TT-21-6PHLPS",""
"SON-HOOKSNPICKS-6PC","","ToolTreaux Hook and Pick Precision Automotive Tool Set Puller Removers 6 Pieces","","Black","China","","","Hooks and Picks","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Carbon Steel","0.5","12.5","(6) Hooks and Picks","","0.5","5","TTX6PCHPS",""
"SON-HOOKSNPICKS-6PC-BUN","","ASR Outdoor Hook and Pick Precision Gold Prospecting Crevice Tool Set 6 Pieces","","Black","China","","","Hooks and Picks","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Carbon Steel","0.5","12.5","(6) Hooks and Picks","","0.5","5","ASRO6PCHPS",""
"SON-HSSADF40IW-STD-WHT-IR-TT","","White Hook and Loop 3/4 wide Fabric Tape Roll  Self Adhesive 40 inch Fastener","","White","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","7","","","0.2","4","HookLoop",""
"SON-HSSSBA2M-5PC","","TooLTreaux 5pc High Speed Steel Saw Blades 1/4 Inch Arbor Size .8mm Assorted","","","China","","5SSB-1","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","9","(5) High Speed Saw Blades","","0.3","6","5SSB-1",""
"SON-HTSSS-5PC-SML-GRY","","Universal 5pc Hobby Tweezer Set Stainless Steel","","","","","","","","","","","","","","","1","9","","","0.2","6","TW2-405-565",""
"SON-HTSSS-5PC-SML-GRY-2","","5pc Universal Tweezer Set Stainless Steel, 5""","","Grey","China","","TW2-405-158","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","9","*(5) Tweezers
*(1) Plastic Pouch","","0.2","6","U5SSTS-5",""
"SON-HVUMOSV-ONE-LMGRN","","Universal Safety Vest High Visibility Lime Green Mesh Unisex One Size Fits All","Universal","Green","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Mesh","0.5","12","(1) Safety Vest","1","0.14","8","UVT-SVLMGRN",""
"SON-HVUMOSV-ONE-ORNG","","Universal Safety Vest High Visibility Orange Mesh Unisex One Size Fits All","","Orange","China","","SVB-O-920","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Mesh","0.5","12","* (1) Safety Vest","","0.13","8","SVB-O-920",""
"SON-HW-BUN-20PK-SML","","Outdoor Cold Weather Hand Warmer Pocket Camp Fire Survival Prepper Lot of 20","Universal","Standard","China","","HP122-00-774","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Special Fabric","3","10","*(20) Hand Warmers","","1.5","7","HP122-00-774",""
"SON-ICE-TEMPERED-SCISSOR-SP101","","Universal Tool Ice Tempered Stainless Steel Salon Hairdressing Barber Scissor 4.5 inch","","","","","","","","","","","","30 Day Limited Against Defects","","","0.01","4.5","","","0.04","2.5","ITSBS4",""
"SON-ICE-TEMPERED-SCISSOR-SP102","","Universal Tool Ice Tempered S Steel Salon Hairdressing Barber Scissor 5.5 inch","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","0.01","5.5","(1) Scissor","","0.08","3","ITSBS5",""
"SON-ICE-TEMPERED-SCISSOR-SP102-4PK","","4 Pack Universal Tool Tempered Steel Salon Hairdressing Barber Scissor 5.5 inch","Universal Tool","Silver","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","0.01","5.5","(4) Scissors","","0.08","3","ITSBS5",""
