"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"SON-JAROPENER-BJ094","","Beille Rubber 4 in 1 Non Slip Multipurpose Adjustable Easy Grip Jar Opener Tool","Beille","Red","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Silicone","0.5","9","(1) Silicone Jar Opener","","0.2","6","BJOPRD1",""
"SON-JUMBOBINERS-PARENT","","Jumbo 6.5"" XL Carabiner Key Chain With Hand Grip (Many Colors)","ASR Outdoor","","China","","","","","","","","","","Men","","1","6.5","","","0.75","4","86104",""
"SON-KITCHSCALE-WC199K","","Beille Electronic Kitchen Cooking Baking Digital Food Scale 22lbs Capacity","Beille","White","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1.75","10.5","(1) Beille Electronic LCD Weighing Scale","","0.85","7","BKWLCDSWHT22",""
"SON-KNEEPADS-2PC","","2pc Heavy Duty Plastic Cap Knee Pads for Work Gardening Flooring Joint Support","Universal","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Foam","0.48","9.75","(2) Knee Pads","2","0.6","6.75","ASR2PCKP",""
"SON-KNIFE-16IN1","","ASR Outdoor Folding Pocket Knife 16 in 1 Adventure Tool, 4 Inch - Black","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless steel","0.75","3.5","(1) ASR Outdoor 16-in-1 Multi-Functional Pocket Tool","","0.22","1","MFPT11",""
"SON-LED-HEADLAMP-ORANGE","","ASR Outdoor 4 LED Adjustable Hiking Headlamp, Basic Campsite Essential","ASR Outdoor","Orange","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","1.75","2.5","(1) Headlamp with adjustable strap","","0.16","1.5","4OHL",""
"SON-LEDWORKLIGHT-LARGE-BLACKORANGE","","750 Lumen Durable Portable Work Light Indoor Outdoor Multi Use Black","Universal Tool","Black and Orange","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Nylon","4.75","6.25","(1) 750 Lumen LED Work Light","","0.75","1.75","FL9115-10W",""
"SON-MDBS-15PC-3MMT1MM-SLVR","","Universal Hobby 15pc Mini Precision Drill Bit .3mm to 1mm Set","Universal Hobby","Silver","China","","15MDBS","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","0.25","6","*(15) Mini Drill Bits","","0.1","3","15MDBS",""
"SON-MINPOCKKNV-PARENT","","ASR Outdoor Multifunctional EDC Small Pocket Knife Multi Tool (5 Colors)","ASR Outdoor","","China","","","","Small Pocket Knife","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Metal","0.25","2.25","(1) ASR Outdoor Mini Pocket Knife","","0.05","0.5","",""
"SON-MULTI-COLOR-HEADLAMP-FL8219-5","","ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","3","6.5","(1) Headlamp","","0.13","5.5","MCHL",""
"SON-OEHWPASBC-2","","Orange Emergency Hammer Window Punch and Seat Belt Cutter","Universal Tool","","China","","CC4074-433","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","","2","8","*(1) Emergency Hammer
*(1) Mounting Bracket","","0.3","3","CC4074-433",""
"SON-PAKAWOODKNIFE-3IN","SON-PAKAWOODKNIFE-PARENT","ASR Outdoor Paka Wood Pocket Knife Folding Blade 440 Stainless Steel Clip Point","ASR Outdoor","Brown","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Stainless Steel","1","7.5","(1) ASR Outdoor Classic Paka Wood Pocket Knife","","0.2","0.5","ASROPWPK3IN",""
"SON-PARACORDBRACELETKIT-1OPC","","ASR Outdoor Assorted Camo Design Paracord Bracelet Kit with Buckles 10ft Each","ASR Outdoor","Multi-colored","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Paracord","2","11","(10) 10ft Paracord(10) Buckle Sets","","0.67","7","ASROPBK10PC",""
"SON-PARACORDBRACELETKIT-SOL","","ASR Outdoor Assorted Colors Paracord Bracelet Making Kit Matching Buckles 10pc","ASR Outdoor","Solid","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Paracord","2","11","(10) 10ft Paracord
(10) Buckle Sets","","0.67","7","ASROPBK10PCSOL",""
"SON-PHONESTAND-FL89026TL","","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen","Universal","White","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","4.5","8.5","(1) Lamp(1) Micro USB Charger","","0.66","4","E-TL120",""
"SON-PISTOLKIT-66PC","","ASR Outdoor 66pc Pistol Cleaning Kit In Zippered Shell Case","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","3","4","(1) Hard Shell Case(3) Cleaning Rods(2) Patch Holders (50) Cleaning Patches(4) Copper Brushes(1) Nylon Brush(1) Attachable Handle(4) Cleaning Jags(1) Pick & Scraper","","0.44","4","66PCPISTOLKIT",""
"SON-POCKETKNIFE-BLK","","ASR Outdoor Sleek EDC 7"" Folding Pocket Knife Drop Point Blade, Black","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1.5","6.5","*(1) Pocket Knife","1","0.2","2.5","AR837",""
"SON-POCKET-KNIFE-KFD702","","ASR Outdoor Sleek 7"" Folding Pocket Knife Drop Point Blade, Black","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Aluminum","1","4.4","(1) Pocket Knife(1) Carrying Case","","0.18","2","PKLBAB",""
"SON-POLISHINGWHEEL-2IN","","Universal Tool Cloth Polishing Buff Wheel 2 Inch Diameter Soft Muslin","Universal Tool","White","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Muslin","2","2","(1) Polishing Wheel","","0.1","2","UTPBW2IN",""
"SON-PONCHOSET-PARENT","","(4 Pack) ASR Outdoor Clear Emergency Poncho Set (3 Colors)","","","","","","","","","","","","","","","3","9","","","0.4","6","15118",""
"SON-PRB18THSFRT-11PC-IR-TT","","ToolTreaux Mini Router Bits Set for Rotary Tools Heat Treated Carbon Steel 10pc","","Chrome","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","1","4","","","0.3","4","TT10PCROUTST",""
"SON-PWCCS-13PC-STD-BLCK","SON-CHISELSET-PARENT","12pc Professional Wood Carving Chisel Set Various Blades Woodworking Clay and Wax","Universal Tool","Black","China","","WCCS-1","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","3","13","(8) 8?"" High Carbon Steel Wood Chisels(2) 7"" Wood Rasp Files(1) Silicon Carbide Round Sharpening Stone(1) Silicon Triangular Sharpening Stone(1) Combination Sharpening Block (Coarse/Fine Grit)(1) Heavy Duty Slotted Storage Pouch","14","2","7","WCCS-1",""
"SON-RKBRPRBF8828HK-12PC-SML-SLVR","","10pc Razor Knife Blade Refill Pack Replacement Blades for 8828 Hobby Knife","","Silver","China","","882810","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","2","6","* (10) Razor Blades (various sizes, shapes)* (2) Plastic Holders for Safe Storage","","0.5","4","882810",""
"SON-ROTARY-TOOL-KIT-RA9276","","Universal Tool 276pc Rotary Tool Accessories Kit on Revolving Stand","Universal Tool","Green","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","6.5","8","-52 PC. Sand belts-8 PC. Felt wheels-1 PC. Felt bullet-2 PC. Rubber polishing wheels-3 PC. Sand Drums-3 PC. Cylindrical diamond burrs-1 PC. Knob cylindrical diamond burr-2 PC. Ball diamond burr-1 PC. Flame diamond burr-1 PC. Cone diamond burr-1 PC. Inverted Cone diamond burr-1 PC. Flathead diamond burr-1 PC. Pointed diamond burr-1 PC. Wire loop diamond burr-2 PC. Diamond cutting disc-9 PC. Precision drills-3 PC. Collets-6 PC. Aluminum Oxide grindstones-4 PC. Silicon carbide grindstones-3 PC. Pp brushes-3 PC. Steel brushes-1 PC. Brass Brush-12 PC. Aluminum Oxide grinding wheels-6 PC. Silicon carbide grinding wheels-6 PC. Rubber polishing tips-80 PC. Sandpaper-36 PC. Resin cutting disc-1 PC. Polishing Paste-1 PC. Grindstone-2 PC. Mandrel-1 PC. Expanding Mandrel-1 PC. Wrench-16 PC. Fiberglass reinforced cutting disc-4 PC. Flap wheel-1 PC. Adhesive sandpaper fixture","","2.56","7.75","RTAKRS",""
"SON-ROTARY-TOOL-KIT-RA9276-IR-TT","","ToolTreaux Rotary Tool Accessories Kit with Revolving Stand Crafting Tools 276pc","","Green","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","6.5","8","","","2.56","7.75","TTROTA276PC",""
"SON-RSWFC100G1MMD-100G-SLVR","SON-SOLDERFLUX-PARENT","Universal Tool Reeled Solder with Flux Coating 100 Grams 1mm Diameter","Universal Tool","Silver","China","","100GSF","","","","","WARNING: This product may contain chemicals including lead and lead compounds known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Solder","2","2","*(1) Reeled Solder with Flux - 100g","","0.3","2","100GSF",""
"SON-SANDSCOOPER-LARGE-PARENT","","ASR Outdoor Large Mineral Gold Prospecting Pay Dirt Hand Trowel","ASR Outdoor","","China","","ASRO125GSS-673","","","","","","","","","","4","12.5","","","0.3","4","ASRO125GSS-673",""
"SON-SGBRUSH-PARENT","","ASR Outdoor Shotgun Cleaning Brush Phosphor Bronze Aluminum Shaft (2 Sizes)","","Silver","","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Phosphor Bronze","","","(1) Shotgun Cleaning Brush","","","","",""
"SON-SHOCKCORD-30FT","","ASR Outdoor Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black","ASR Outdoor","Black","China","","Elastic Shock Cord","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Rubber","1","6.5","(1) ASR Outdoor Elastic Shock Cord 30 Feet","","0.16","3","ASROBLKESC30",""
"SON-SLEEP-STRAP-2PK","","ASR Outdoor - Sleeping Bag Strap Set - .75 inch x 48 inch","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","30 Day Limited Against Defects","","Nylon","0.1","48","(2) Straps","","0.15","0.75","SLPSTRP2",""
"SON-SMALL-EH432-HAMMER-PARENT","","Auto Emergency Hammer With Seatbelt Cutter and Window Punch","Auto Safessentials","","","","","","","","","","","","","","1","8","","","0.36","5","",""
"SON-SNAPATITEUTENSILS-4PC","","ASR Outdoor Snapatite 4 in 1 Utensil Set Lightweight Pocket-sized Cutlery 4pc","ASR Outdoor","Multi-colored","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","0.25","6.75","(4) ASR Outdoor Snapatite 4 in 1 Utensils","","0.2","1","ASROSNAP4PCUT",""
"SON-SNOW-SHOVEL-8797FSS","","ASR Outdoor 36-Inch Easy to Store Collapsible Foam Grip Snow Shovel","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","30 Day Limited Against Defects","","Plastic","3.75","21.75","(1) Shovel","","2.14","11.25","CSSHR",""
