"sku","parent.sku","name","season","tang_ebay","room","closure_amazon","head_material_type_amazon","hair_type_amazon","size_ebay","skin_type_amazon","blade_type_ebay","compatible_devices_amazon","blade_color_ebay","gender","battery_included_ebay","gun_type_ebay","finish_type_amazon","coarseness","cut","for_gun_make","compatible_model","form","thickness","size_type"
"SON-MINERMOSS-12X36GRY-HPNR","","SE GP-MT415-1GR 12"" x 36"" Grey Miner's Moss (Sluice Box Matting)","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-MULTI-COLOR-HEADLAMP-FL8219-5","","ASR Outdoor 4 in 1 350 Lumen Multi Color Tilting Head Lamp Camping Garden Hiking","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-PJEGFTSD-7PC-SML-SLVR","","ToolTreaux 7pc Precision Jewelers Eyeglass Repair Kit Screwdriver Set Hobby Tools","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-NECKKNIFE-BLU","SON-NECKKNIFE-PARENT","4 Inch ASR Outdoor Fixed Blade Tanto Point Neck Knife - Blue","","","","","","","","","","","","","","","","","","","","","",""
"SON-OEHWPASBC-2","","Orange Emergency Hammer Window Punch and Seat Belt Cutter","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-PAKAWOODKNIFE-3IN","SON-PAKAWOODKNIFE-PARENT","ASR Outdoor Paka Wood Pocket Knife Folding Blade 440 Stainless Steel Clip Point","","","","","","","","","","","","","","","","","","","","","",""
"SON-PARACORDBRACELETKIT-1OPC","","ASR Outdoor Assorted Camo Design Paracord Bracelet Kit with Buckles 10ft Each","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-UT22KGMS-3625L-BLCK","SON-MARKINGSTAMP-PARENT","Universal Tool 22k Gold Marking Stamp for Jewelry Metalworking Arts and Crafts","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-PFSWKC-2PC-4-ORNG","","(2 Piece) ASR Outdoor Plastic Funnel Set with Key Chains for Camping Hiking","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-PHONESTAND-FL89026TL","","Universal Rechargeable Phone Stand Table Lamp Touch Switch 120 Lumen","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-PISTOLKIT-66PC","","ASR Outdoor 66pc Pistol Cleaning Kit In Zippered Shell Case","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-PLASTICDROPPERS-50PACK-BUN","SON-PLASTICDROPPERS-PARENT","(50 Pack) ASR Outdoor Plastic Dropper Pipette Gold Panning 5.5 Inch - 3mL","","","","","","","","","","","","","","","","","","","","","",""
"SON-PLASTICDROPPERS-50PACK-BUN-HPNR","","SE GP3-PD55 Prospector's Choice Plastic Disposable Droppers (50 PC.)","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-POCKETKNIFE-BLK","","ASR Outdoor Sleek EDC 7"" Folding Pocket Knife Drop Point Blade, Black","","","","","","","","","Drop Point","","","male","","","","","","","","","",""
"SON-POCKET-KNIFE-KFD702","","ASR Outdoor Sleek 7"" Folding Pocket Knife Drop Point Blade, Black","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-POCKETSLUICEBOX-GRN-AMZ-HPN","","SE Prospector's Choice Pocket Sized Sluice Box - GP-SB36PT","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-POLISHINGWHEEL-2IN","","Universal Tool Cloth Polishing Buff Wheel 2 Inch Diameter Soft Muslin","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-PONCHO-GRN","","ASR Outdoor Emergency Poncho Green Polyethylene Rain Gear Camping One Size","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-PWCCS-13PC-STD-BLCK","SON-CHISELSET-PARENT","12pc Professional Wood Carving Chisel Set Various Blades Woodworking Clay and Wax","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-PWCCS-13PC-STD-BLCK-BUN-TT","","ToolTreaux Woodcarving Chisel Set Professional Craft and Hobby Tools - 12 Pieces","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-RINGSIZESTICK-10IN","","SE JT114RS 10"" Aluminum Ring Stick","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-RKBRPRBF8828HK-12PC-SML-SLVR","","10pc Razor Knife Blade Refill Pack Replacement Blades for 8828 Hobby Knife","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-ROTARY-TOOL-KIT-RA9276","","Universal Tool 276pc Rotary Tool Accessories Kit on Revolving Stand","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-RSSWMB-16PC-65X5X5E-2","","16pc Ratchet Screwdriver Grip Handle Set with Magnetized Bits Power Hand Tools","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-SHOCKCORD-30FT","","ASR Outdoor Elastic Shock Cord Natural Rubber 30 Feet 3mm Diameter, Black","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-SLINGSHOT-2PC","","ASR Outdoor - Wrist Brace Slingshot with Adjustable Iron Frame - Ammo Included","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-SLUICE-BOX-AMZN-HPNR","","Gold Rush Portable Backpack Sluice Box Professional Sifting Sieve - 30 Inch","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-URCHCTFTW6EB-8","","Universal Unisex Razor Comb Home Hair Cut Scissor with 5 Extra Blades","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-SPORTS-BELT-8INCH","","Sports Belt 8 Inch Expanding Pocket Black Reflective Strips Running Hiking","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-SSDESWCT-SML-CHRM","","Universal Tool Stainless Steel Double Ended Carving Spatula Hobby Pottery Tools Art Supplies, 6.5 Inch","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-SSMFUPKWCP-2PC","","ASR Outdoor Stainless Steel Multi-tool Utility EDC Pocket Knife with Carry Pouch","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-STEELDIGGER-GRN-AMZ-HPN","","SE Prospector's Choice 12"" Serrated Edge Digger - GP3-SS30DT","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-STEPDRILLBITS-3PC","","Universal Tool High Speed Steel Step Drill Bits Locking Hex Shank Assorted - 3pc","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-STONEHAMMER-10IN-HPNR","","SE 8372SH Stone Hammer, 10""","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-TCFPKCB12IX15I-BUN-2PC-2PK-CLR-4PACK","SON-CLEARCUTTINGBOARD-PARENT","(4 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-TCFPKCB12IX15I-BUN-4PC-4PK-CLR","","4pk - Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-TDFS-10PC-55L-SLVR","","Professional Quality Tapered Diamond File Assorted Grits 10 Piece Set","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-TROWELKNEELINGPADCOMBO","","Foam Kneeling Pad and Hand Trowel Shovel Outdoor Home Garden Combo Set","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-TS2ISSCS-6PC","","ToolTreaux 2 Inch Metal Spring Heavy Duty Clamps Set Rubber Tipped Grip 6pc","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-TT-GLUEGUNSTICKKIT-15PC-BUN","","ToolTreaux 10 Watt Mini Glue Gun and Hot Glue Sticks Crafting Supplies Kit, 15pc","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-TTX-DRILLBITS-15PC","","Tooltreaux High Speed Stainless Steel Drill Bits Set 1.05 to 2mm 15 Pieces","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-TWEEZERSET-4PC","","Universal Tool Stainless Steel Tweezer Set Assorted Tips Precision Tools - 4pc","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-U3IRHC-MED-SLVR","SON-U3IRHC-MED-SLVR-PARENT","1pk Universal Rubber Head Clamps 3 Inch Secure Lever Lock Metal Body Outdoor","","","","","","","","","","","","","","","","","","","","","",""
"SON-UDRTASSPC-228PC-MTL","","228pc Universal Deluxe Rotary Tool Accessory Set for Sanding Polishing Cutting","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UMLDSHS-BLCK","","Medical Lightweight Diagnostic Non Chill Single Head Stethoscope 30in Universal","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UT12IPT-LG-BL","","SE Paper Trimmer 12 Inch Cutting Board Magnetic with Grid Guide Base","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UT12IPT-LG-BL-2","","Universal Tool Paper Trimmer 12 Inch Cutting Board Magnetic with Grid Guide Base","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UTPEBS-3PC-123814I-GRY","","Universal Tool Professional Power Extension Socket Bits for Drills 3pc Set","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UTPSCRASIWB-LG-TN","","100pc Polish Sand Cut Rotary Accessory Set in Wooden Box","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UTTHDFSSP-1025-WDN","","Universal Tool Texturising Hammer Dual Face Square Stripe Patterns Wooden Handle","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UTWBPSWAT-9PC-STD-RD-2","","Deluxe 9 Piece Wood Burning Pen Burn-in Tool, Arts and Craft Hobby Kit","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-UVBLACKLIGHT-BLK","","ASR Portable UV Black Light with LED Flashlight Verify IDS Passports Cards","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-WAISTTRAVELBELT-BLK","","ASR Outdoor Water Resistant Storage Belt Waist Travel Pouch Adjustable Buckle","","","","","","","","","","","","unisex","","","","","","","","","",""
"SON-WATERPROOF-NOTEBOOK","","ASR Outdoor Waterproof Adventure Writing Journal Smudgeproof Personal Notebook","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-WATERPROOF-NOTEBOOK-IR-TT","","ASR Outdoor Waterproof Notebook with Pencil Smudgeproof Mini Pocket Journal","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-WRRFSDE175MM-10PC-SML-SLVR","","ToolTreaux 10pc Double Ended Fine Cut Riffler File Set for Metal Jewelry Work","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SVT-SOUTHWESTSOCKS-BLU","SVT-SOUTHWESTSOCKS-VARIOUS-PARENT","ASR Outdoor Blue Aztec Mens Socks Hiking Gear Camping Accessories, 1 Pair","","","","","","","","","","","","","","","","","","","","","",""
"UNI-ZIP-CABLE-WHITE-4MM","UNI-ZIP-CABLE-PARENT","100pk 12in Universal Utility Cable Zip Tie Cable White 4MM","","","","","","","12 in","","","","","Unisex","","","","","","","","","4mm",""
"UNV-CCPW2XM-BUN-2PK","","Lot 2 Magnifying Credit Card Pocket Wallet Magnifier","","","","","","","","","","","","Unisex","","","","","","","","","",""
"UNV-TCFPKCB-BUN-2PC-3PK-12B15-CLR-6PACK","UNV-TCFPKCB-PARENT","(6 Pack) Thin Clear Flexible Plastic Kitchen Cutting Board 12 Inch x 15 Inch","","","","","","","","","","","","","","","","","","","","","",""
"UNV-UHAOUKK-BUN-6PK-S-ASSRTD","","6 Pack Utility Knives Home and Office Razor Blades","","","","","","","","","","","","Unisex","","","","","","","","","",""
"UNV-URCHCTFTW6EB-BUN-4PK-8","","Unisex Razor Comb Home Hair Cut Thinning Feathering Trimming 6 Extra Blades 4pk","","","","","","","","","","","","Unisex","","","","","","","","","",""
"UPD-PRINCESSHAIRBACKPACK-SM","","Disney Princess Girls Hair Accessories Backpack with Comb Mirror Hair Ponies","","","","","","","","","","","","female","","","","","","","","","",""
"UPD-INCRED-2-PENCIL-6PK","","Disney Pixar Incredibles 2 Personalized Pencils Hero Super Star Awesome 6 Pack","","","","","","","","","","","","unisex","","","","","","","","","",""
"UPD-INCRED-2-STATIONERY-9PC","","Disney Pixar Incredibles 2 9 pc Stationary Set","","","","","","","","","","","","unisex","","","","","","","","","",""
"XGI-URBANPLAYMAT-POLICE-KP-IH","XGI-URBANPLAYMAT-KP-IH-PARENT","Kidplokio 8pc Urban City Police Friction Powered Toy Cars with Play Mat, Blue, Boys Ages 3+","","","","","","","","","","","","male","","","","","","","","","",""
"ASR-15PC-3LB-PAYDIRT-ALUMINUM","ASR-15PC-3LB-PAYDIRT-PARENT","ASR Outdoor 3lb Paydirt Backpack Gold Panning Kit Mini Auminum Sluice Box, 15pc","","","","","","","","","","","","","","","","","","","","","",""
"SON-GR4XTVCSACK-5PC-SML-BLCK","","Gold Rush 4x Tweezer & Vial Combo Set (BUNDLE COMPONENT SKU)","","","","","","","","","","","","unisex","","","","","","","","","",""
"MCN-AKUADIVEKNIFE-BLACK-E2N","","GEAR AID Akua Blunt Tip Paddle Knife with 3"" Serrated Blade and Sheath, Black","","","","","","","","","","","","","","","","","","","","","",""
"MCN-ODORELIMINATOR-GALLON-PZ","","Gear Aid Wash-In Odor Eliminator - 1 Gallon","","","","","","","","","","","","","","","","","","","","","",""
"MCN-FSABRA-1OZ-CLR-PARENT","","GEAR AID Aquaseal SR Shoe and Boot Repair Adhesive, Clear Glue, 1 oz","","","","","","","","","","","","","","","","","","","","","",""
"MCN-CAMOFORM-EBAY2-PARENT","","GEAR AID Camo Form Self-Cling Reusable Camouflage Wrap 2” x 144”, Various Colors","","","","","","","","","","","","","","","","","","","","","",""
