category_id,category_name,upc_essential
183079,Other Vintage Electronics,YES
48638,Security Cameras,YES
75395,Dummy Cameras,YES
115940,Sensors & Motion Detectors,YES
159909,CCTV Systems,YES
48635,Surveillance Monitors & Displays,YES
48637,Security Camera Cables & Adapters,YES
75397,Surveillance Video Processors & Switchers,YES
88754,Surveillance DVRs & NVRs,YES
175725,Other Surveillance Parts & Accessories,YES
185049,Security Camera Brackets & Mounts,YES
185050,Security Camera Cases & Housings,YES
185051,Security Camera Microphones,YES
185052,Surveillance Illuminators,YES
185116,Security Camera Controllers & Joysticks,YES
185117,Security Camera Lenses,YES
185118,Security Camera Power Supplies,YES
185053,IP & Smart Security Camera Systems,YES
184435,Smart Speakers,YES
185043,Smart Speaker Accessories,YES
185068,Smart Home Hubs,YES
185119,Smart Home Hub Accessories,YES
260301,Smart Speaker Parts,YES
260302,Smart Home Hub Parts,YES
185061,Smart Plugs,YES
185065,Other Smart Home Electronics,YES
259701,Mixed Lots,YES
317,Other Specialty Services,NO
20944,Address Labels-Plain,NO
20945,Glasses & Mugs,NO
20946,Signs,NO
20947,Other Printing Services,NO
47107,Address Labels-Graphical,NO
47112,Business Cards,NO
47113,Invitations & Announcements,NO
47114,Party Favors,NO
47117,Stickers & Decals,NO
47118,Stationery,NO
50335,Holiday Cards,NO
171530,Pens & Pencils,NO
3767,Domain Names,NO
45209,Other Web & Computer Services,NO
47105,Web Design,NO
47106,Web Hosting,NO
50334,Technical Support,NO
45210,Other Restoration Services,NO
47121,Cars & Other Vehicles,NO
47122,Jewelry & Watches,NO
47123,Electronics,NO
47125,Musical Instruments,NO
50336,Cameras & Photo,NO
50422,Computers,NO
45208,Other Artistic Services,NO
47127,Custom Crafts,NO
47128,Music Composition & Poetry,NO
47129,Painting & Drawing,NO
50342,Interior Design,NO
165993,Photography,NO
47131,Graphic & Logo Design,NO
47130,Other Custom Clothing Services,NO
50344,Costumes,NO
50345,"Hats, Handbags & Accessories",NO
50346,Jewelry,NO
50347,Shirts,NO
50348,Baby,NO
50350,Appraisal & Authentication,NO
50351,Listing Services,NO
50352,Packing & Shipping,NO
50353,Shopping Assistance,NO
50354,Other eBay Auction Services,NO
152950,eBay Stores Design,NO
50356,Music,NO
50357,Photo & Video,NO
50358,Other Media Editing Services,NO
170049,Bathroom,NO
170050,Decks & Porches,NO
170051,Electrical,NO
170052,Flooring,NO
170053,Installation Services,NO
170054,Kitchen,NO
170055,Landscaping,NO
170056,Painting,NO
170057,Plumbing,NO
170058,Roofing & Siding,NO
170059,Windows,NO
170060,Other Home Improvement Svcs,NO
175815,Warranties & Insurance,NO
175816,Installations & Support,NO
175817,Credit,NO
175818,Other Item Based Services,NO
184769,eBay Services,YES
360,Art Prints,YES
551,Paintings,YES
552,Art Drawings,YES
553,Art Sculptures,YES
554,Mixed Media Art & Collage Art,YES
2211,Art Photographs,YES
20158,Other Art,YES
28009,Art Posters,YES
156196,Textile Art & Fiber Art,YES
262051,Art NFTs,NO
308,Other Musical Instruments,YES
621,Other Guitars,YES
4713,Bass Guitars,YES
22966,Acoustic Electric Guitars,YES
33021,Acoustic Guitars,YES
33034,Electric Guitars,YES
38072,Guitar Amplifiers,YES
47067,Guitar Building & Luthier Supplies,YES
119544,Classical Guitars,YES
159948,Travel Guitars,YES
7266,Other Guitar & Bass Accessories,YES
22671,Stands & Hangers,YES
22672,Tuners,YES
33050,Capos,YES
41408,Cases,YES
41431,Strings,YES
46677,Straps,YES
46680,Polishes & Cleaners,YES
46682,Picks,YES
47075,Cables & Leads,YES
85857,Slides,YES
148640,Footrests,YES
22669,Other Guitar Effects Pedals,YES
41411,Bass,YES
41412,Boards & Cases,YES
41413,Chorus,YES
41414,Compressors & Sustainers,YES
41415,"Delay, Echo & Reverb",YES
41416,Distortion & Overdrive,YES
41417,Flangers,YES
41418,Fuzz,YES
41419,Multi-Effects,YES
41420,Phasers & Shifters,YES
41421,Processors,YES
41422,Wah & Volume,YES
101973,Filter & Modulation,YES
101974,Loopers & Samplers,YES
101975,Power Supplies,YES
159952,Custom,YES
22670,Pickups,YES
41406,Bodies,YES
41407,Bridges,YES
41423,Necks,YES
41424,Pickguards,YES
41434,Tuning Pegs,YES
46678,Other Guitar & Bass Parts,YES
47076,"Knobs, Jacks & Switches",YES
85856,Plates,YES
101976,Nuts,YES
101977,Saddles,YES
148648,Tremolos,YES
170605,Capacitors,YES
183389,Amplifier Parts,YES
181219,Resonators,YES
181220,Lap & Pedal Steel Guitars,YES
181221,Cigar Box Guitars,YES
624,Other Wind & Woodwind,YES
10183,Flutes,YES
16227,Bassoons,YES
16229,Piccolos,YES
16230,Recorders,YES
16231,Saxophones,YES
47096,Clarinets,YES
112678,Oboes,YES
16226,Bagpipes,YES
47078,Harmonicas,YES
90849,Didgeridoos,YES
91502,Whistles,YES
178976,Melodicas,YES
180017,Ocarinas,YES
181271,Dizis,YES
181272,Duduks,YES
181273,Guanzis,YES
181275,Hulusis,YES
181276,Kavals,YES
181277,Neys,YES
181278,Pan Flutes,YES
181279,Shakuhachis,YES
261877,Kazoos,YES
182154,Bags & Cases,YES
182155,Care & Cleaning,YES
182159,Stands,YES
182160,Straps,YES
182161,Other Accessories,YES
261878,Mutes,YES
261879,Practice Aids,YES
182156,Ligatures & Caps,YES
182157,Mouthpieces,YES
182158,Reeds,YES
261881,Barrels,YES
261882,Bells,YES
261883,Necks,YES
261884,Other Parts,YES
12921,Stage Lighting: Systems & Kits,YES
29945,Lighting Stands & Trusses,YES
30889,Stage Lighting Controllers,YES
69960,Atmospheric Effects Machines,YES
81967,"Gobos, Gels, Filters & Lenses",YES
81970,Replacement Bulbs & Lamps,YES
132998,Atmospheric Effects Fluids,YES
170088,Cables & Interconnects,YES
170089,Other Stage Lighting & Effects,YES
177022,Stage Lighting: Single Units,YES
177023,DJ Lighting: Single Units,YES
177024,DJ Lighting: Systems & Kits,YES
177025,Folding Screens & Backdrops,YES
182103,Stage Lighting Dimmers,YES
182104,Clamps & Mounts,YES
620,Other Brass Instruments,YES
16214,Trumpets,YES
16215,French Horns,YES
16216,Trombones,YES
41396,Cornets,YES
64374,Flugelhorns,YES
75557,Bugles,YES
101554,Alto Horns,YES
159943,Euphoniums,YES
159944,Sousaphones,YES
159945,Mellophones,YES
179014,Baritones,YES
179015,Tubas,YES
182139,Bags & Cases,YES
182140,Care & Cleaning,YES
182142,Mutes,YES
182143,Practice Aids,YES
182144,Stands,YES
182145,Straps,YES
182146,Other Accessories,YES
182141,Mouthpieces,YES
261874,Buttons,YES
261875,Slides,YES
261876,Other Parts,YES
14985,DJ & Monitoring Headphones,YES
19656,Microphones,YES
19699,DJ Mixers,YES
48460,DJ Turntables,YES
69962,Amplifiers,YES
69963,"Cables, Leads & Connectors",YES
69965,"Cases, Racks & Bags",YES
69967,Speakers & Monitors,YES
91384,DJ CD/MP3 Players,YES
157158,DJ Equipment Packages,YES
163862,Other DJ Equipment,YES
175833,Stands & Supports,YES
182110,Digital Vinyl Systems (DVS),YES
182111,DJ Controllers,YES
262427,Buttons & Knobs,YES
262428,Cartridges & Needles,YES
262429,Headshells,YES
262430,Slipmats,YES
262431,Other Parts,YES
52555,Wholesale Lots,YES
50590,Karaoke Microphones,YES
64602,Karaoke Systems,YES
64604,"Karaoke CDGs, DVDs & Media",YES
64605,Karaoke Mixers,YES
64606,Players & Mic-Based Players,YES
1288,Other General Accessories,YES
39179,Hearing Protection,YES
41404,Metronomes,YES
64388,Tuners,YES
101555,Music Stands,YES
1289,Other Pianos & Keyboards,YES
16219,Organs,YES
38088,Electronic Keyboards,YES
21766,Other Parts,YES
47042,Stands,YES
117049,Stools & Benches,YES
148725,Keyboard Covers,YES
148727,Cases & Bags,YES
148728,Pedals,YES
182147,Accordion Accessories,YES
182148,Repair & Maintenance,YES
261866,Felts,YES
261867,Keytops,YES
261868,Piano Stickers,YES
261869,Tuning Tools,YES
16220,Other Pianos,YES
43376,Grand & Baby Grand Pianos,YES
43377,Upright Pianos,YES
85860,Digital Pianos,YES
181269,Accordions,YES
181270,Concertinas,YES
181274,Harmoniums,YES
181490,Other Folk & World,YES
182149,Harpsichords,YES
622,Other Percussion,YES
41441,Cymbals,YES
10175,Other Drums,YES
38069,Electronic Drums,YES
38093,Bass Drums,YES
38095,Snare Drums,YES
38096,Toms,YES
38097,Sets & Kits,YES
93771,Bodhráns/Irish Drums,YES
181229,Bongos,YES
181230,Cajons,YES
181231,Congas,YES
181232,Darbukas,YES
181233,Dhols,YES
181234,Dholaks,YES
181235,Djembes,YES
181236,Handpans,YES
181239,Steel Drums,YES
181241,Tablas,YES
181243,Tamboras,YES
181245,Other Folk & World Drums,YES
261863,Guiros,YES
39178,Singing Bowls,YES
41457,Tambourines,YES
47090,Shakers & Small Percussion,YES
148620,Kalimbas,YES
148621,Jaw Harps,YES
181248,Other Hand Percussion,YES
41440,Bells & Chimes,YES
41458,Mallet Percussion,YES
181250,Gongs,YES
181251,Timpani,YES
181253,Other Orchestral Percussion,YES
41450,Heads,YES
41451,Hoops & Rims,YES
41452,Pedals,YES
41456,"Sticks, Brushes & Mallets",YES
47089,Mounts & Assembly Hardware,YES
261864,Other Percussion Parts,YES
10173,Other Percussion Accessories,YES
41449,Bags & Cases,YES
41453,Stands,YES
47084,Stools & Thrones,YES
47579,Practice Pads,YES
3278,Other Pro Audio Equipment,YES
4785,Live & Studio Mixers,YES
15199,Recorders,YES
23789,"Cases, Racks & Bags",YES
23791,Signal Processors/Rack Effects,YES
29946,Microphones & Wireless Systems,YES
29948,"Stands, Mounts & Holders",YES
38070,Samplers & Sequencers,YES
38071,Synthesizers,YES
41459,"Cables, Snakes & Interconnects",YES
47091,Speakers,YES
47092,Speaker Drivers & Horns,YES
113484,Pro Audio Equipment Parts,YES
119018,Preamps & Channel Strips,YES
119019,Vintage Pro Audio Equipment,YES
123445,Audio/MIDI Interfaces,YES
159955,Audio Power Conditioners,YES
163896,Amplifiers,YES
168129,Acoustical Treatments,YES
177027,"Software, Loops & Samples",YES
177028,Studio/Live Equipment Packages,YES
178896,MIDI Keyboards & Controllers,YES
261865,In-Ear Monitors,YES
182151,Contemporary,YES
182152,Vintage & Antique,YES
623,Other String Instruments,YES
10178,Cellos,YES
16222,Upright Basses,YES
16225,Violas,YES
38107,Violins,YES
10177,Banjos,YES
10179,Mandolins,YES
16221,Autoharps & Zithers,YES
16223,Harps & Dulcimers,YES
16224,Ukuleles,YES
101567,Bouzoukis/Mandolas,YES
112677,Sitars,YES
181283,Balalaikas,YES
181284,Erhus,YES
181285,Guzhengs,YES
181286,Ouds,YES
181287,Pipas,YES
181288,Rebabs,YES
181289,Sarods,YES
181290,Sazs,YES
181291,Setars,YES
261870,Domras,YES
261871,Morin Khuurs,YES
182163,Bags & Cases,YES
182166,Care & Cleaning,YES
182167,Mutes,YES
182169,Picks,YES
182170,Rests & Pads,YES
182171,Stands,YES
182173,Other Accessories,YES
182164,Bows,YES
182165,Bridges & Tailpieces,YES
182168,Pegs,YES
182172,Strings,YES
118975,Trumpets,YES
118976,Trombones,YES
118977,Other Vintage Brass,YES
159946,Cornets,YES
181156,Mellophones,YES
181157,Sousaphones,YES
181158,Baritones,YES
181159,Bugles,YES
181160,Tubas,YES
181161,Parts & Accessories,YES
119027,Other Vintage String,YES
119026,Violins,YES
181256,Upright Basses,YES
181257,Cellos,YES
181258,Violas,YES
119024,Banjos,YES
119025,Ukuleles,YES
181261,Autoharps & Zithers,YES
181262,Balalaikas,YES
181263,Harps & Dulcimers,YES
181264,Lutes,YES
181265,Mandolins,YES
182217,Parts & Accessories,YES
118979,Acoustic Guitars,YES
118983,Guitar Amplifiers,YES
118984,Bass Guitars,YES
118985,Electric Guitars,YES
118994,Other Vintage Guitars,YES
181164,Classical Guitars,YES
181165,Resonator,YES
181166,Lap & Steel Guitars,YES
181167,Cigar Box Guitars,YES
181168,Parts,YES
181169,Accessories,YES
181171,Cymbals,YES
181173,Bass,YES
181174,Electronic Drums,YES
181175,Snare Drums,YES
181176,Toms,YES
181177,Sets & Kits,YES
181179,Folk & World Drums,YES
181181,Shakers & Small Percussion,YES
181182,Tambourines,YES
181183,Kalimbas,YES
181184,Singing Bowls,YES
181185,Jaw Harps,YES
181188,Mallet Percussion,YES
181189,Gongs,YES
181190,Bells & Chimes,YES
181192,Other Vintage Percussion,YES
182214,Parts & Accessories,YES
181194,Electronic Keyboards,YES
181195,Organs,YES
159954,Player Pianos,YES
178895,Player Piano Rolls,YES
181197,Grand & Baby Grand Pianos,YES
181198,Upright Pianos,YES
181199,Digital Pianos,YES
181201,Other Vintage Pianos,YES
181211,Accordions,YES
181213,Concertinas,YES
182215,Parts & Accessories,YES
119029,Clarinets,YES
119030,Saxophones,YES
181204,Bassoons,YES
181205,Flutes,YES
181206,Oboes,YES
181207,Piccolos,YES
181208,Recorders,YES
119095,Harmonicas,YES
181212,Bagpipes,YES
181214,Melodicas,YES
181215,Ocarinas,YES
181216,Whistles,YES
181218,Other Vintage Woodwind,YES
182216,Parts & Accessories,YES
182150,"Instruction Books, CDs & Video",YES
711,Other Vintage Photography,YES
4702,Vintage Parts & Accessories,YES
11722,Vintage Projectors & Screens,YES
101642,Vintage Lenses,YES
4692,Stereo Cameras,YES
4701,Other Vintage Cameras,YES
11716,Box Cameras,YES
11717,Folding Cameras,YES
11718,Instant Cameras,YES
11719,Movie Cameras,YES
11720,SLR Cameras,YES
11721,TLR Cameras,YES
98923,35mm Cameras,YES
98924,Rangefinder Cameras,YES
101644,Subminiature Cameras,YES
109092,Disc Cameras,YES
167943,Vintage Film,YES
170067,Vintage Manuals & Guides,YES
4684,Camera Manuals & Guides,NO
11724,Camcorders,YES
18871,Memory Cards,YES
29967,Battery Grips,YES
29994,Accessory Bundles,YES
43440,Camera & Camcorder Lights,YES
43448,Memory Card Readers & Adapters,YES
50503,Memory Card Cases,YES
50506,Underwater Cases & Housings,YES
50508,LCD Hoods,YES
64343,Straps & Hand Grips,YES
64345,Remotes & Shutter Releases,YES
67339,Camcorder Tapes & Discs,YES
83857,Microphones,YES
107894,"Cases, Bags & Covers",YES
155707,Cables & Adapters,YES
162045,Batteries,YES
162046,Chargers & Cradles,YES
162053,Cleaning Equipment & Kits,YES
162480,Other Camera & Photo Accs,YES
167928,Screen Protectors,YES
167930,Viewfinders & Eyecups,YES
29953,Other Photo Albums & Storage,YES
73459,Photo Albums & Boxes,YES
182076,"Photo Pages, Sheets & Sleeves",YES
182969,Camera Drone Accessories,YES
3319,Other Production & Editing,YES
21168,Video Recorders & Players,YES
21169,Distribution Switchers & Routers,YES
21517,Video Monitors,YES
33513,Lighting for Video Production,YES
51541,Video Production Accessories,YES
100501,Audio for Video,YES
184620,Video Servers & Streaming Dev.,YES
184622,Signal Generators,YES
184623,Production Switchers,YES
184648,"Converters, Scalers & Processors",YES
185014,Extenders,YES
185015,Production Controllers & Panels,YES
185016,Waveform Monitors,YES
27432,Other Cameras & Photo,YES
29954,Telescope Eyepieces & Lenses,YES
32943,Telescope Cases & Bags,YES
74923,Telescope Filters,YES
74925,Telescope Mirrors & Prisms,YES
74926,Other Telescope Parts,YES
151236,Telescope Adapters,YES
167938,Telescope Mounts,YES
74927,Telescopes,YES
83880,Binoculars & Monoculars,YES
162044,Other Binoculars & Telescopes,YES
162485,Binocular Cases & Accessories,YES
3860,Other Continuous Lighting,YES
19591,Lighting Kits,YES
69341,Lighting Units,YES
172516,Light Bulbs & Tubes,YES
21198,Stock Photo Collections,YES
30085,Props & Stage Equipment,YES
30088,Other Lighting & Studio,YES
79003,Background Material,YES
30082,Studio Reflectors,YES
79008,Softboxes & Diffusers,YES
79009,Studio Umbrellas,YES
79010,Other Light Controls & Mods,YES
88665,Light Stands & Booms,YES
88667,Light Stand & Boom Accessories,YES
88668,Light Meters,YES
30086,Slaves & Trigger Systems,YES
30087,Other Flash Lighting,YES
87635,Flash Lighting Kits,YES
87637,Monolight Flashes,YES
124850,Flash Heads & Power Supplies,YES
155817,Flash Bulbs & Tubes,YES
151226,Shooting Tables & Light Tents,YES
30093,Tripods & Monopods,YES
30095,Tripod Heads,YES
30097,Other Tripods & Supports,YES
172511,Stabilizers,YES
31388,Digital Cameras,YES
45089,Mixed Lots,YES
48515,Flashes,YES
64354,Other Flashes & Flash Accs,YES
69573,Flash Adapters,YES
89161,Flash Brackets,YES
121464,Flash Diffusers,YES
155823,Sync Cords,YES
4201,Film,YES
4689,Movie Cameras,YES
4690,Movie Camera Accessories,YES
4790,Movie Editing Equipment,YES
15230,Film Cameras,YES
15251,Projector Bulbs & Lamps,YES
15252,Movie Projectors,YES
15256,Slide Projectors,YES
15257,Other Slide & Movie Projection,YES
30089,Projection Screens & Material,YES
83874,Projection Lenses,YES
83876,Slide Trays & Carousels,YES
83877,Slide Viewers,YES
29965,Rangefinder Units & Accs,YES
29970,Motor Drives & Winders,YES
29973,Film Backs & Holders,YES
29980,Lens Boards,YES
43479,Other Film Photography,YES
170066,Digital Camera Backs,YES
629,Other Darkroom & Developing,YES
15226,Photographic Paper,YES
29983,Film Development Chemicals,YES
29985,Enlargement Equipment,YES
29986,Enlarging Lenses,YES
29990,Safelights & Bulbs,YES
29991,Darkroom Timers,YES
29993,Processing & Finishing Equip,YES
162048,Easels & Negative Carriers,YES
3323,Lenses,YES
15216,Filters,YES
30040,Filter Rings & Holders,YES
30059,"Lens Adapters, Mounts & Tubes",YES
78999,Lens Hoods,YES
79000,Other Lenses & Filters,YES
79001,Lens Caps,YES
80390,Auxiliary/Conversion Lenses,YES
150044,Digital Photo Frames,YES
179697,Camera Drones,YES
30038,Film Camera Parts,YES
64352,Digital Camera Parts,YES
172513,Camcorder Parts,YES
172514,Camera Tools & Repair Kits,YES
260144,Camera Drone Parts,YES
170129,Price Guides & Publications,YES
262360,Drinkware,YES
262361,Coasters,YES
262362,Decanters,YES
262363,Ice Buckets,YES
262352,Cruets,YES
262366,Bowls,YES
262368,Cake Stands,YES
262369,Casseroles,YES
262370,Centerpieces,YES
262371,Creamers,YES
262372,Cup & Saucers,YES
262373,Dinner Sets,YES
262374,Dishes,YES
262375,Jars,YES
262376,Jugs & Pitchers,YES
262377,Gravy Boats,YES
262378,Mugs,YES
262379,Plates,YES
262380,Platters,YES
262381,Tea & Coffee Pots,YES
262382,Salt & Pepper Shakers,YES
262383,Trays,YES
262365,Other Pottery & Glass,YES
262385,Ashtrays,YES
262386,Baskets,YES
262387,Beads,YES
262388,Bells,YES
262389,Decorative Balls,YES
262390,Decorative Boxes,YES
262391,Candle Sticks & Holders,YES
262392,Collector Plates,YES
262393,Clocks,YES
262394,Figurines,YES
262395,Jewelry,YES
262396,Masks,YES
262397,Money Boxes,YES
262398,Ornaments,YES
262399,Paperweights,YES
262400,Decorative Bottles,YES
262401,Planters,YES
262402,Sculptures,YES
262403,Smoke Dispellers,YES
262404,Suncatchers & Window Panels,YES
262405,Thimbles,YES
262406,Tiles,YES
262407,Urns,YES
262408,Vases,YES
262411,Lamps,YES
262412,Sconces,YES
310,Other Sporting Goods,YES
384,Other Fishing,YES
29723,Fishfinders,YES
62143,Novelties & Gifts,YES
178885,Reel Parts & Repair,YES
7300,Baits & Lures,YES
31693,"Other Baits, Lures & Flies",YES
44916,Fly Tying Vises & Tools,YES
165931,Tackle Craft,YES
179962,Attractants & Scents,YES
179963,Live Bait,YES
179964,Mixed Lots,YES
180128,Boilies & Pellets,YES
261034,Fly Tying Materials,YES
179971,Line Tools & Accessories,YES
179972,Other Fishing Line & Leaders,YES
261033,Fishing Lines & Leaders,YES
27416,Floats & Bobbers,YES
82290,Hooks,YES
139467,Feeders,YES
161826,Sinkers & Weights,YES
179974,Crimps & Sleeves,YES
179975,Rigs & Harnesses,YES
179976,Swivels & Snaps,YES
179977,Other Terminal Tackle,YES
65974,Gloves,YES
65976,"Coats, Jackets & Vests",YES
70810,Hats & Headwear,YES
139454,Pants,YES
179979,Base Layers & Thermals,YES
179980,Boots & Shoes,YES
179981,Jacket & Pants Sets,YES
179982,Shirts & Tops,YES
179983,Sweaters & Hoodies,YES
179984,Waders,YES
261500,Shorts,YES
261509,Sunglasses,YES
19985,Chairs & Seats,YES
22696,Tackle Boxes & Bags,YES
27414,Other Fishing Equipment,YES
36151,"Downrigger, Outrigger Gear",YES
72638,Bite Alarms,YES
72665,Rod Rests & Holders,YES
72667,Scales,YES
72670,Bivvies & Tents,YES
81458,Nets,YES
81473,"Rod Cases, Tubes & Racks",YES
87098,Fly Fishing Accessories,YES
123489,Lights,YES
179986,Bait Buckets,YES
179988,"Decals, Stickers & Patches",YES
179989,Belts & Harnesses,YES
179993,Fishing Carts & Wagons,YES
179994,Fishing Spears & Gaffs,YES
179996,Ice Fishing Accessories,YES
179997,Pliers & Hook Removers,YES
179998,Reel Cases & Storage,YES
179999,Stringers & Fish Baskets,YES
180000,Underwater Cameras,YES
180129,Bait Boats,YES
180131,Catapults & Bait Throwers,YES
793,Other Vintage Fishing,YES
11141,Creels,YES
11142,Flies,YES
11144,Rods,YES
36169,Lures,YES
11143,Other Vintage Fishing Reels,YES
36176,Casting Reels,YES
36177,Fly Reels,YES
36178,Spinning Reels,YES
47230,Licenses,YES
165932,Advertisements,YES
261028,Rods & Poles,YES
261029,Rod Building & Repair,YES
261030,Reels,YES
261031,Rod & Reel Combos,YES
630,Other Golf,YES
36192,Other Golf Club Components,YES
47324,Golf Club Grips,YES
47325,Golf Club Heads,YES
47326,Golf Club Shafts,YES
179281,Golf Equipment Tools & Supplies,YES
260412,Golf Club Weights,YES
260413,Golf Shaft Sleeve Adapters,YES
260414,Golf Ferrules,YES
50877,Other Vintage Golf Equipment,YES
83042,Vintage Golf Balls,YES
83043,Vintage Golf Clubs & Shafts,YES
1514,Other Golf Accessories,YES
18928,Ball Markers,YES
18930,Club Head Covers,YES
18932,Golf Towels,YES
18933,Golf Umbrellas,YES
66814,Golf Spikes & Wrenches,YES
90865,Scorecards & Holders,YES
108166,Divot Tools,YES
173516,Bag Tags,YES
173517,Ball Pick-Ups & Retrievers,YES
173518,Golf Stickers & Decals,YES
179002,Groove Sharpeners & Brushes,YES
260374,Alignment Rod Covers,YES
14109,Other Golf Training Aids,YES
36234,Putting Greens & Aids,YES
50876,"Nets, Cages & Mats",YES
83037,Swing Trainers,YES
260367,Alignment Rods,YES
158937,Golf Visors & Hats,YES
158938,Sport Protective Eyewear,YES
181133,Base Layers,YES
181134,"Coats, Jackets & Vests",YES
181135,Golf Gloves,YES
181136,Golf Shoes,YES
181137,Pants,YES
181138,Shirts & Tops,YES
181139,Shorts,YES
181140,Socks,YES
261501,Belts,YES
261502,Sweaters,YES
179003,Skirts & Skorts,YES
181144,Base Layers,YES
181145,"Coats, Jackets & Vests",YES
181146,Golf Gloves,YES
181147,Golf Shoes,YES
181148,Pants,YES
181149,Shirts & Tops,YES
181150,Shorts,YES
181151,Socks,YES
261503,Belts,YES
261504,Sweaters,YES
261505,Dresses,YES
18924,Golf Balls,YES
18931,Golf Tees,YES
30109,Golf Club Bags,YES
72671,Push-Pull Golf Cart Add-ons,YES
75207,Push-Pull Golf Carts,YES
115280,Golf Clubs,YES
181154,Push-Pull Golf Cart Parts,YES
181155,Other Golf Equipment,YES
111289,Rangefinders & Scopes,YES
173519,Stroke Counters,YES
260368,Golf GPS Devices,YES
260369,Swing Analyzers,YES
260370,Golf Simulators,YES
260371,Launch Monitors,YES
260372,Digital Scorecards,YES
260375,Other Golf Tech,YES
2904,Other Cycling,YES
22679,Bicycle Frames,YES
56185,Sunglasses & Goggles,YES
36137,Pedals,YES
42320,Chains,YES
42335,Cables & Housing,YES
57267,Other Bike Components & Parts,YES
58101,Seatposts,YES
100245,Brake Levers,YES
106943,Pegs,YES
109118,Cranksets,YES
109119,Rear Shocks,YES
109120,Build Kits & Gruppos,YES
177802,Bar Ends & Plugs,YES
177803,Bearings,YES
177804,Bolts & Fasteners,YES
177805,Bottom Brackets,YES
177806,Brake Pads,YES
177807,Brake Rotors,YES
177808,Brakes,YES
177809,"Cassettes, Freewheels & Cogs",YES
177810,Chain Guards & Bash Guards,YES
177811,Chainrings & BMX Sprockets,YES
177812,Front Derailleurs,YES
177813,Rear Derailleurs,YES
177814,Electric Bicycle Components,YES
177815,Forks,YES
177816,"Handlebar Grips, Tape & Pads",YES
177817,Handlebars,YES
177818,Headset Spacers,YES
177819,Headsets,YES
177820,Hubs,YES
177821,Rims,YES
177822,Saddles & Seats,YES
177823,Seatpost Clamps,YES
177824,Shifters,YES
177825,Skewers,YES
177826,Spokes,YES
177827,Stems,YES
74469,Electric Bicycles,YES
22683,Gloves & Mittens,YES
36124,Jackets,YES
85045,Knee & Leg Warmers,YES
85068,Socks,YES
158994,Hats & Caps,YES
177850,Base Layers,YES
177851,"Tops, T-Shirts & Jerseys",YES
177852,Jersey Sets,YES
177853,Shorts,YES
177854,Pants,YES
177856,Vests,YES
185028,Wristbands & Headbands,YES
261499,Tights,YES
56197,Vintage Bicycle Parts,YES
177858,Vintage Bicycles,YES
177859,Vintage Frames,YES
177860,Vintage Bicycle Accessories,YES
177861,Other Vintage Cycling,YES
177831,Bicycles,YES
22689,Lights & Reflectors,YES
22691,Pumps,YES
27952,Hydration Packs,YES
36141,Trainers & Rollers,YES
58100,Locks & Security,YES
72569,Fenders,YES
85040,Trailers,YES
106953,Decals & Stickers,YES
111264,Mirrors,YES
123474,Bells & Horns,YES
158997,Bicycle Stands & Storage,YES
158998,Other Bicycle Accessories,YES
177833,Bags & Panniers,YES
177834,Baskets,YES
177835,Bicycle Transport Cases & Bags,YES
177836,Carrier & Pannier Racks,YES
177837,Kickstands,YES
177838,Saddle Covers & Seat Covers,YES
177839,Training Wheels,YES
185029,Child Seats,YES
260741,Water Bottles,YES
260742,Water Bottle Cages,YES
30108,Cycle Computers & GPS,YES
177841,Heart Rate Monitors,YES
177842,Power Meters,YES
177843,Other Bicycle Electronics,YES
123475,Lubrication & Cleaning,YES
177845,Puncture Repair,YES
177846,Tools,YES
177847,Workstands,YES
177848,Other Bike Maintenance & Tools,YES
177849,Car & Truck Racks,YES
158986,Men's Cycling Shoes,YES
158987,Women's Cycling Shoes,YES
158988,Youth Cycling Shoes,YES
177863,Shoe Covers,YES
178077,Unisex Cycling Shoes,YES
42326,Protective Pads & Armor,YES
70911,Helmets,YES
177865,Helmet Accessories,YES
177866,Other Helmets & Protection,YES
177828,Tires,YES
177829,Tubes,YES
177830,Wheels & Wheelsets,YES
383,Other Hunting,YES
7307,"Other Scopes, Optics & Lasers",YES
31711,Binoculars,YES
31712,Range Finders,YES
31714,Rifle Scopes,YES
31715,Spotting Scopes,YES
40970,Night Vision,YES
52510,Scope Mounts & Accessories,YES
66827,Red Dot & Laser,YES
66828,Pistol Scopes,YES
261846,Mounted Cameras,YES
262435,Mounted Lights,YES
7308,Other Hunting Reloading Equipment,YES
31825,Dies,YES
71114,Tumblers & Trimmers,YES
71116,Holders & Boxes,YES
71118,Molds,YES
71119,"Powder Measures, Scales",YES
71120,Presses & Accessories,YES
111293,Manuals & Instruction Material,YES
153008,Hunting Footwear,YES
159034,Gloves,YES
159035,Hats & Headwear,YES
159036,Other Hunting Clothing & Accs,YES
177867,Base Layers,YES
177868,Coats & Jackets,YES
177869,Coveralls,YES
177870,Ghillie Suits,YES
177871,Hoodies & Sweatshirts,YES
177872,Jacket & Pant Sets,YES
177873,Pants & Bibs,YES
177874,Shirts & Tops,YES
177875,Socks,YES
177876,Waders,YES
178080,Vests,YES
36249,Decoys,YES
36252,Game Calls,YES
22702,Other Taxidermy,YES
71123,Birds,YES
71127,Fish,YES
71129,Small Animals,YES
71130,Taxidermy Supplies,YES
177908,Large Animals,YES
52503,Hunting Bags & Packs,YES
52504,Game Feeders & Feed,YES
