category_id,category_name,upc_essential
259172,Garage Door Handling & Locks,YES
259173,Garage Door Hinges,YES
259174,Garage Door Keypads,YES
259175,"Garage Door Rollers, Sensors & Springs",YES
259176,Garage Door Screens,YES
259177,Garage Door Seals & Weather Stripping,YES
260529,Opener Accessories,YES
30541,Nails,YES
45816,Braces & Brackets,YES
83852,Anchors,YES
125033,Rivets,YES
125034,Nuts,YES
130126,Hooks & Eyes,YES
170412,Other Fasteners,YES
180975,Pins,YES
180976,Screws & Bolts,YES
180977,Washers,YES
180978,Fastener Assortments,YES
126191,Paint Primers,YES
180164,Interior & Exterior Paint,YES
180980,"Other Paint, Stain & Varnish",YES
259186,Furniture & Specialty Paint,YES
259187,Lacquers,YES
259188,Polyurethanes,YES
259189,Sealants & Waterproofers,YES
259190,Shellac,YES
259191,Stains,YES
259192,Strippers & Removers,YES
259193,Varnishes,YES
259194,"Wood Conditioners, Finishes & Oils",YES
259195,Wood Wax,YES
262993,Wood Preservatives,YES
42136,Wallpaper Borders,YES
50364,Wallpaper Rolls & Sheets,YES
52348,Other Wallpaper & Accessories,YES
79626,Wallpaper Murals,YES
180112,Wallpaper Tools,YES
260530,Wallpaper Paste & Adhesives,YES
20604,Other Flooring & Tiles,YES
45800,Floor & Wall Tiles,YES
84221,Wood Flooring,YES
130118,Flooring Underlayment,YES
130122,Tiling Accessories,YES
259163,Floor Tile Medallions,YES
259164,Garage Flooring,YES
259165,Laminate Flooring,YES
259166,Vinyl Flooring,YES
259167,Floor Transitions,YES
259868,Cork Flooring,YES
259210,Hoses,YES
259212,Filters & Screens,YES
259213,Spray Gun Extensions,YES
259216,Pressure Rollers,YES
260160,Paint Sprayers,YES
260638,"Spray Gun Attachments, Tips & Tip Guards",YES
260639,Paint Sprayer Parts,YES
259222,Lettering & Numbering Hardware,YES
259184,Mailbox Hardware,YES
259224,Mailboxes & Slots,YES
259226,Roof Flashing,YES
259228,Roof Tiles & Shingles,YES
259229,Roof Sheets & Panels,YES
259230,Roof Underlayment,YES
259232,Gutter Components,YES
259233,Gutter Guards,YES
259234,Downspout Extensions,YES
259235,Gutter Accessories,YES
259237,Balusters & Spindles,YES
259238,Handrails,YES
259239,Handrail Fittings,YES
259240,Posts,YES
259241,Treads & Risers,YES
259242,Staircase Kits,YES
124995,Clinker Bricks,YES
124997,Canopies,YES
259244,Siding,YES
259245,Baseboards,YES
259246,Trim,YES
259247,Mounting Blocks,YES
259248,Trim Accessories,YES
259250,Accents & Trim,YES
259251,Baseboard Molding,YES
259252,Chair Rail Molding,YES
259253,Crown Molding,YES
259254,Window & Door Trim,YES
259255,Wood Applique,YES
259337,Corbels & Supports,YES
3191,Other Home Plumbing & Fixtures,YES
166365,Bathroom Furniture Sets,YES
259835,Fittings,YES
259838,Pipes,YES
259858,Valves,YES
259864,Clamps,YES
259836,Garbage Disposal Systems,YES
259837,Garbage Disposal Parts,YES
42132,Pumps,YES
116400,Water Filtration Systems,YES
259845,Pump Parts,YES
259859,Water Filters & Filtration Parts,YES
260589,Water Softeners,YES
260622,Shower Pumps,YES
260620,Water Flow Meters,YES
260630,Pipe Accessories & Fixtures,YES
20564,Fireplace & Stove Accessories,YES
38220,"Decorative Logs, Stone & Glass",YES
38221,Fireplace Screens & Doors,YES
38222,"Pokers, Tools & Sets",YES
79648,"Andirons, Grates & Firedogs",YES
79649,Log Holders & Carriers,YES
79650,Fireplace Mantels & Surrounds,YES
84184,Heating Stoves,YES
159895,Fireplace & Stove Replacement Parts,YES
175755,Fuel & Firewood,YES
175756,Fireplaces,YES
175803,Stove & Chimney Pipes,YES
175824,Fireplace Hearths & Back Panels,YES
260553,Stove Fans,YES
260576,Stove Sealers,YES
115948,Non-programmable Thermostats,YES
115949,Programmable Thermostats,YES
20613,Space Heaters,YES
185111,Window & Wall Air Conditioners,YES
185112,Portable Air Conditioners,YES
260443,Portable Evaporative Coolers,YES
260444,PTAC Air Conditioners,YES
20612,Portable Fans,YES
43509,Air Filters,YES
43510,Air Purifiers,YES
71240,Humidifiers,YES
79621,Dehumidifiers,YES
122909,Exhaust Fans & Ventilators,YES
257933,Indoor Air Quality & Fan Parts,YES
41987,Central Furnaces,YES
84185,Underfloor Heating Systems,YES
93631,Central Heating Radiators,YES
185108,Central Air Conditioners,YES
185110,Ductless Mini Split Systems,YES
260446,Air Conditioner & Furnace Split Systems,YES
260447,Boilers,YES
260448,Ducted Evaporative Coolers,YES
262987,Heat Pumps,YES
260450,Air Handlers,YES
260451,Compressors,YES
260452,Condensers,YES
260453,Evaporators,YES
260454,Heat Exchangers,YES
260455,Refrigerants,YES
260457,Ducting Installation Kits,YES
260458,Manifold Gauges & Probes,YES
260459,Portable Refrigerant Recovery Machines,YES
260460,Refrigerant Evacuation Pumps,YES
260461,Refrigerant Leak Detectors,YES
260462,Refrigeration Tubing Tools,YES
112566,Radiator Covers,YES
126208,Dampers & Actuators,YES
260464,Accumulators,YES
260465,Boiler Expansion Tanks,YES
260466,Capacitors,YES
260467,Controls & Circuit Boards,YES
260468,Drain Pans,YES
260469,Duct Mounted Air Purifiers & Media Cleaners,YES
260470,Duct Mounted Humidifiers & Dehumidifiers,YES
260471,Ducting & Duct Hoses,YES
260472,Electrical Heat Strips,YES
260473,Evaporator Coils,YES
260474,Expansion Valves,YES
260475,Filter Driers,YES
260476,Gas Conversion Kits,YES
260477,Hot Surface Ignitors,YES
260478,Centrifugal Pumps,YES
260479,Pilot Assemblies,YES
260480,Pipes & Tubes,YES
260481,Plenums & Filter Boxes,YES
260482,Pressure Regulators,YES
260483,Pressure Switches,YES
260485,Refrigerant Line Sets,YES
260486,Refrigeration Hoses,YES
260487,Restrictors & Orifices,YES
260488,Sight Glasses & Moisture Indicators,YES
260489,Thermocouples & Thermopiles,YES
260490,Thermostat Wires,YES
260491,Vents,YES
260497,AC & Furnace Air Filters,YES
260492,Combination Boilers,YES
260493,Immersion Water Heaters,YES
260494,Water Heater Parts,YES
260495,Water Heater Accessories,YES
260504,Standard Water Heaters,YES
260505,Tankless Water Heaters,YES
260496,"Other Heating, Cooling & Air",YES
14953,Door Entry Systems & Intercoms,YES
18624,Glass Break Detectors,YES
18626,Sirens,YES
20589,Other Home Security,YES
41969,Alarm Systems,YES
41970,Smoke & Gas Detectors,YES
98855,Padlocks,YES
102536,Personal Alarms,YES
112601,Safes,YES
115944,Security Keypads,YES
115945,"Key Safes, Boxes & Hideaways",YES
115946,Remotes & Wireless Transmitters,YES
126437,Key Blanks,YES
129768,Key Fobs,YES
159908,Security Signs & Decals,YES
159910,Fire Escape Ladders,YES
259752,Water & Temperature Detectors,YES
260545,Door & Window Sensors,YES
260546,Dummy Bell Boxes,YES
260549,Security Bars & Grills,YES
260550,Security Timers,YES
260551,Wall Spikes & Barbed Wire,YES
260552,Home Security Parts,YES
160038,Other Home Improvement,YES
41980,Alternative Energy Chargers & Inverters,YES
125060,Bioenergy Supplies,YES
259272,Permanent Magnetic Alternators,YES
259282,Hydropower Turbines,YES
41981,Solar Panels & Kits,YES
125063,Solar Panel Racking & Mounts,YES
259284,"Solar Battery Chargers, Maintainers & Kits",YES
259285,Solar Cells & Kits,YES
259286,Solar Charge Controller,YES
259287,Solar Connectors,YES
259288,Solar Power Accessories,YES
259289,Solar Wires & Cables,YES
260527,Solar Water Pumps & Kits,YES
121837,Wind Turbines & Kits,YES
259291,Wind Power Accessories,YES
259292,Wind Turbine Towers,YES
43412,Wall Plates & Outlet Covers,YES
185059,Smart Wall Switches & In-Line Modules,YES
185060,Smart Outlets & Receptacles,YES
259275,Electrical Plugs & Connectors,YES
259280,Electrical Outlets & Receptacles,YES
259281,Electrical Switches & Dimmers,YES
260577,Electrical Outlet & Switch Parts,YES
259293,Electrical Wires & Cables,YES
259295,Cable Protectors,YES
259296,Cable Ties,YES
259297,Conduit Fitting & Accessories,YES
259298,Electrical Cable & Wire Staples,YES
259299,Electrical Conduit,YES
259300,Electrical Tape,YES
259301,Electrical Wire & Cable Connectors,YES
259302,Heat Shrink Tubing,YES
259303,Strut Channel Accessories,YES
259304,Strut Channels,YES
259310,Electrical Panel & Circuit Breaker Accessories,YES
259485,Circuit Breakers,YES
259486,Fuses,YES
259487,Electrical Boxes,YES
259488,Electrical Panels & Load Centers,YES
259489,Electrical Panel & Circuit Breaker Parts,YES
67779,Power Strips & Surge Protectors,YES
88759,Outlet Adapters & Converters,YES
259491,Extension Cord Covers & Protectors,YES
259492,Extension Cord Reels & Storage,YES
259493,Extension Cords,YES
2034,Other Outdoor Décor,YES
10025,Sundials,YES
20512,Weathervanes,YES
20513,Wind Chimes,YES
29511,Ornaments & Statues,YES
29514,Plant Stands,YES
43533,Flags,YES
43536,Flag Poles & Parts,YES
75592,Plaques & Signs,YES
75593,Rain Gauges,YES
75601,Thermometers,YES
115772,Windmills & Wind Spinners,YES
118863,"Pebbles, Stones & Step Stones",YES
260926,Planters & Vases,YES
3243,Other Pools & Spas,YES
27538,Sauna Heaters,YES
84211,Spas & Hot Tubs,YES
99700,Outdoor Showers,YES
126415,Sauna Accessories,YES
116405,Above-Ground Pools,YES
116406,In-Ground Pools,YES
116407,Inflatable & Kid Pools,YES
181054,Saunas,YES
141482,Pool & Spa Thermometers,YES
181058,Pool Clarifiers & Stabilizers,YES
181059,Pool Water Testing & Kits,YES
181060,Other Pool Chemicals & Testing,YES
262996,"Pool Chlorine, Bromine & Algaecide",YES
167846,Pool Hoses,YES
181062,Handheld Pool Brushes & Nets,YES
181063,Pool Cleaners & Vacuums,YES
181064,Pool Cleaner & Vacuum Parts,YES
181065,Pool Cleaner Attachments,YES
181066,Other Pool Cleaning,YES
42239,Pool Heaters & Solar Panels,YES
79676,Pool Liners,YES
116412,Pool Filters,YES
167847,Pool Ladders & Steps,YES
167851,Pool Fences,YES
167862,Pool & Spa Lights,YES
181068,Pool Covers & Reels,YES
181069,Pool Skimmer Systems & Baskets,YES
181070,Pool Equipment Parts,YES
181071,Other Pool Equipment & Parts,YES
181072,Pool Slides & Diving Boards,YES
181485,Pool Pumps,YES
259753,Pool Water Levelers,YES
261026,Pool Equipment Accessories,YES
181074,Spa & Hot Tub Covers,YES
181075,Spa & Hot Tub Parts,YES
261027,Sauna Parts,YES
10035,Other Patio & Garden Furniture,YES
20719,Hammocks,YES
79682,Patio Chairs,YES
79683,Patio Furniture Cushions & Pads,YES
79684,Loungers,YES
79700,Porch Swings,YES
112590,Patio & Garden Tables,YES
138996,Outdoor Daybeds,YES
139849,Patio & Garden Furniture Sets,YES
177031,Outdoor Furniture Covers,YES
184533,Storage Deck Boxes,YES
260928,Benches,YES
29519,Tillers,YES
33082,Generators,YES
39019,Log Splitters,YES
42226,Chainsaws,YES
42228,"Chippers, Shredders & Mulchers",YES
42230,Snow Blowers,YES
50388,Pressure Washers,YES
71266,Edgers,YES
71268,Hedge Trimmers,YES
71273,Leaf Blowers & Vacuums,YES
71277,String Trimmers,YES
71278,String Trimmer Parts,YES
79670,Multi-Purpose Engines,YES
84204,Sweepers,YES
85915,Chainsaw Parts,YES
126403,Cleaning Concentrates & Liquids,YES
159930,Leaf Blower & Vacuum Parts,YES
161001,Grass Shears,YES
169164,Hole Diggers & Augers,YES
261012,Chainsaw Accessories,YES
261013,Generator Parts,YES
261014,Leaf Blower & Vacuum Accessories,YES
261015,Pressure Washer Parts,YES
261016,Pressure Washer Accessories,YES
261017,String Trimmer Accessories,YES
261019,Other Outdoor Power Equipment Accessories,YES
261020,Other Outdoor Power Equipment Parts,YES
20547,Watering Cans & Spray Bottles,YES
29522,Other Watering Equipment,YES
46435,Hose Reels & Storage,YES
75672,Watering Timers & Controllers,YES
118851,Water Pumps & Pressure Tanks,YES
139915,Water Storage & Rain Barrels,YES
151604,Hoses,YES
181012,Spigots,YES
181013,"Connectors, Valves & Accessories",YES
181015,"Spray Guns, Hose Nozzles & Wands",YES
20542,Lawn Sprinklers & Sprinkler Heads,YES
139909,Complete Drip Irrigation Kits,YES
260939,Irrigation System Parts,YES
20509,Outdoor Lighting Accessories,YES
94939,Wall & Ceiling Lights,YES
94940,Landscape & Walkway Lights,YES
183391,Garden & Patio Torches,YES
183392,Lanterns,YES
183393,Security & Floodlights,YES
183394,String Lights,YES
260929,Decorative Lighting,YES
260930,Umbrella Lights,YES
20546,Other Hydroponics,YES
178986,Propagation & Cloning Equipment,YES
178990,Growing Media,YES
178992,"Nutrients, Supplements & pH Control",YES
178993,"Grow Tents, Dry Racks & Shelves",YES
260940,Bubble Ice Bags & Extraction Bags,YES
260941,Trimming Machines,YES
178985,Air Ventilation & Extraction,YES
260943,Climate Control & Air Purification,YES
260945,Ducting & Accessories,YES
260946,Carbon Filters,YES
178987,Grow Light Accessories,YES
178988,Grow Lights & Light Bulbs,YES
178989,Grow Light Kits,YES
179016,Grow Light Ballasts,YES
178991,Hydroponic Systems,YES
179022,Water Aeration Equipment,YES
260950,Water Pumps,YES
260952,"Grow Pots, Net Pots & Seed Starting Trays",YES
260953,Complete Growing Kits,YES
260921,Lawn Mowers,YES
260922,Lawn Mower Accessories,YES
260923,Lawn Mower Parts,YES
20500,Bird Baths,YES
20502,Bird Houses,YES
43532,Bat & Butterfly Houses,YES
75579,Other Bird & Wildlife Accs,YES
260935,Bee & Insect Houses,YES
260936,Hedgehog Houses,YES
260937,Bird Feeders,YES
20507,Outdoor Fountains,YES
42583,UV Sterilizers & Ionizers,YES
85757,Pond Filter Media,YES
139921,Pond & Fountain Pumps,YES
157775,Hand Nets & Sieves,YES
157777,Pond Vacuums,YES
157798,Wildlife Protection,YES
157802,Pond Water Treatments,YES
157810,Pond Water Test Kits,YES
157813,Pond De-Icers,YES
181120,Complete Pond Kits,YES
181121,Pond Décor,YES
181122,Pond Filtration Equipment,YES
181123,Pond Lighting,YES
181124,Pond Liners,YES
181125,Pond Planting Accessories,YES
181126,Waterfall Boxes & Spillways,YES
261022,Pond & Fountain Fittings & Pump Parts,YES
261023,Pond Filtration Parts,YES
261024,Pond Lighting Parts,YES
261025,Pond Vacuum Parts,YES
20725,Barbecue Tools,YES
79686,Barbecue & Grill Covers,YES
79691,Ice Chests & Coolers,YES
79692,Picnic Baskets & Backpacks,YES
84089,Firewood & Charcoal,YES
85916,Fire Pits,YES
106402,Patio Heaters,YES
138995,Serving Carts,YES
151621,"Barbecues, Grills & Smokers",YES
159926,"Other Heating, Cooking & Eating",YES
177018,Barbecue & Grill Replacement Parts,YES
260931,Barbecue Accessories,YES
260932,Chimineas,YES
260933,Heater Covers,YES
260934,Picnic Accessories,YES
261001,Outdoor Pizza Ovens,YES
20545,Clothing,YES
25873,Other Garden Clothing & Protective Gear,YES
75668,"Tool Carriers, Aprons & Belts",YES
75669,"Garden Kneelers, Cushions & Seats",YES
139861,Gardening Boots & Shoes,YES
139864,Gardening Gloves & Knee Pads,YES
260909,Protective Gear,YES
159913,"Other Yard, Garden & Outdoor",YES
115773,Bridges,YES
139939,Greenhouses & Cold Frames,YES
139956,"Sheds, Summerhouses & Carports",YES
159472,Gazebo & Pergola Parts,YES
161045,Awning & Canopy Parts,YES
161059,Trash Can Storage,YES
177026,Other Structures & Shade,YES
180992,Awnings & Canopies,YES
180993,Arbors & Arches,YES
180994,Tents,YES
180995,Gazebos & Pergolas,YES
180997,Shade Sails,YES
180998,Umbrellas,YES
261007,Greenhouse Accessories,YES
261008,Tarps,YES
261009,Shade Sail Hardware,YES
261010,Umbrella Stands,YES
261011,Umbrella Accessories,YES
43538,Trellises,YES
139946,Fence Panels,YES
139948,Garden Gates,YES
139949,Fence Posts,YES
139950,Railings,YES
157815,Electric Fencing,YES
157816,Gabion Baskets,YES
177033,Other Garden Fencing,YES
180984,Chain Link Fencing,YES
180985,Hardware Cloth & Mesh,YES
180986,Fence Pickets,YES
180988,"Post Bases, Supports & Spikes",YES
180990,Post Drivers,YES
180991,Privacy Screens & Windscreens,YES
261002,Garden Gate Parts,YES
261003,Garden Gate Accessories,YES
261004,Trellis Parts,YES
261005,Garden Fencing Accessories,YES
261006,Fencing Clips & Brackets,YES
20518,"Baskets, Pots, Window Boxes & Saucers",YES
25876,Other Plant Care & Accessories,YES
75670,Moisture & pH Meters,YES
119683,Fertilizers,YES
134671,Hooks & Hangers,YES
139001,Frost Protection,YES
159406,Soil & Soil Amendments,YES
159419,Mulch,YES
159452,Seed Starting Pots & Trays,YES
159455,Self-Watering Aids,YES
178984,Garden Sprayers,YES
181000,Plant Labels,YES
181001,Plant Ties & Supports,YES
181002,Basket & Pot Liners,YES
260944,Seed Starting Accessories,YES
262995,Plant Growth Hormones & Regulators,YES
19617,Plants & Seedlings,YES
40605,Seeds & Bulbs,YES
181004,Cultivated Turf,YES
181005,Moss,YES
181006,"Mushrooms, Spawns & Kits",YES
181052,"Other Plants, Seeds & Bulbs",YES
159427,Compost Aerators,YES
181021,Compost Accelerators,YES
181022,Compost Worms,YES
181023,Garden Compost Bins,YES
181024,Garden Waste Bags,YES
181025,Garden Waste Bins,YES
181026,Other Composting & Yard Waste,YES
181442,Garden Incinerators,YES
112585,Railroad Ties,YES
59042,Other Paving & Decking Accessories,YES
118859,Pavers & Step Stones,YES
118860,Deck Boards & Tiles,YES
118861,"Pathway Stones, Pebbles & Resin",YES
181016,Decking Fixtures & Spacers,YES
181017,Outdoor Cleaners,YES
181018,Paver Molds,YES
161008,Edging & Borders,YES
181028,Garden & Lawn Stakes,YES
181029,Ground Reinforcement,YES
181030,Landscape Fabric,YES
181031,Artificial Grass,YES
181032,Other Landscaping Material Accessories,YES
3186,Other Garden Hand Tools & Equipment,YES
75664,Bonsai Tools,YES
75671,"Wheelbarrows, Carts & Wagons",YES
115775,Lawn Aerators,YES
118864,Rakes,YES
118867,Garden Tool Sets,YES
118868,Hoes & Cultivators,YES
118869,Seeders & Spreaders,YES
122906,Forks,YES
122907,Trowels,YES
139868,Loppers,YES
139869,Saws,YES
139870,Scythes & Sickles,YES
139871,Pruning Shears & Snips,YES
139872,Hedge & Grass Shears,YES
151620,Axes & Hatchets,YES
161015,Lawn Rollers,YES
178977,Weeders,YES
178978,Garden Tool Parts,YES
178980,Manual Edgers,YES
178981,Post Hole Diggers & Augers,YES
178982,Mattocks & Picks,YES
178983,Shovels,YES
181010,Fruit Pickers,YES
181011,Garden Tool Racks,YES
260844,Garden Tool Accessories,YES
260927,Ice Melt & Traction Control,YES
50365,Other Weed & Pest Control,YES
181035,Ultrasonic Pest Repellers,YES
181037,Fogger Machines,YES
181038,Insect Repellent Sprays,YES
181039,Insect Traps & Baits,YES
181040,Insect Zappers,YES
181041,Insecticides & Fogger Bombs,YES
181042,Swatters,YES
181044,"Rodenticides, Baits & Bait Stations",YES
181045,Animal Traps & Cages,YES
181046,Protective Netting & Mesh,YES
181048,Herbicides & Fungicides,YES
181049,Weed Control Fabric,YES
181050,Weed Preventers,YES
260951,Mechanical Repellents & Deterrents,YES
262997,Chemical Repellents & Deterrents,YES
38229,String Lights,YES
52346,Pillows,YES
52347,Table Décor,YES
91330,Christmas Crackers,YES
117413,Figurines,YES
117414,Christmas Trees,YES
117419,"Wreaths, Garlands & Plants",YES
156812,Yard Décor,YES
156813,Advent Calendars,YES
156844,Window Decorations,YES
156862,Nativity Items,YES
156890,Snow Globes,YES
166725,Ornaments,YES
166726,Tree Stands & Skirts,YES
166727,Wall Décor,YES
168138,Candles,YES
170091,Stockings & Hangers,YES
177743,Nutcrackers,YES
259702,Candle Holders,YES
259703,Linens & Textiles,YES
48091,Sleeping Bags,YES
66726,Bed Skirts,YES
66727,Blankets & Throws,YES
66728,Comforters & Duvets,YES
66730,"Quilts, Bedspreads & Coverlets",YES
66731,Bedding Sets,YES
79619,Sheets,YES
134641,Duvet Covers,YES
176986,Canopies & Netting,YES
177044,Pillows & Pillow Shams,YES
260380,Pillowcases,YES
66743,Play Table & Chair Sets,YES
108428,Bean Bags & Inflatables,YES
115749,Bookcases & Shelving,YES
115750,Desks,YES
122766,Cabinets & Cupboards,YES
122771,Wardrobes,YES
131604,Beds & Bedframes,YES
134648,Sofas & Armchairs,YES
134650,Benches & Stools,YES
152035,Bedroom Furniture Sets,YES
177045,Bed Guards,YES
177046,Vanities,YES
260381,Chairs,YES
260382,Dressers & Chests of Drawers,YES
260383,Tables,YES
177039,Step Stools,YES
177041,Towels & Washcloths,YES
260578,Bathroom Accessory Sets,YES
260579,Bath Mats,YES
260580,Bathroom Storage & Organizers,YES
260581,Faucet Extenders,YES
260582,Shower Curtains & Curtain Hooks,YES
260583,Soap Dishes & Dispensers,YES
260584,Towel Racks & Hooks,YES
260585,Tumblers & Toothbrush Holders,YES
40623,Racks & Hooks,YES
94932,Toy Boxes,YES
94935,Clocks,YES
108424,Height Charts,YES
108426,Wall Decals & Stickers,YES
122769,"Plaques, Signs & Letters",YES
177050,Tabletop & Shelf Décor,YES
177051,Posters & Wall Hangings,YES
177062,Rugs & Carpets,YES
259326,Pillows & Covers,YES
39024,Flatware,YES
153903,Dinner Sets,YES
177053,Aprons,YES
177054,Bowls & Plates,YES
177057,Lunchboxes & Bags,YES
177058,Water Bottles & Vacuum Flasks,YES
177059,Placemats & Sets,YES
260384,"Cups, Mugs & Glasses",YES
81255,Lamps,YES
81256,Ceiling Lights,YES
81257,Lampshades,YES
81259,Wall Lights,YES
177061,Night Lights,YES
29508,Kitchen Faucets,YES
57231,Kitchen Units & Sets,YES
71280,Other Kitchen Fixtures,YES
85879,Kitchen Cabinets,YES
259154,Kitchen Cabinet Doors & Drawer Fronts,YES
259157,Kitchen Countertops,YES
260611,Kitchen Sinks,YES
260618,Kitchen Backsplashes,YES
260621,Kitchen Cabinet Drawer Boxes,YES
260624,Kitchen Sink Parts,YES
177757,Fresh Cut Flower Bouquets,YES
178070,Bulk Fresh Flowers,YES
181076,Other Home & Garden,YES
16102,Candle Holders & Accessories,YES
20552,Home Fragrance,YES
46782,Candles,YES
1269,Other Agriculture & Forestry,YES
45013,Wholesale Lots,YES
11751,Other Livestock Supplies,YES
46527,Beekeeping,YES
46528,Dairy Cattle,YES
46529,Fencing,YES
46531,Beef Cattle,YES
46532,Poultry,YES
53059,Animal Health & Veterinary,YES
56976,Sheep & Goat,YES
61586,Horse,YES
66901,Pig/Hog,YES
113991,Animal Feed,YES
57111,Supplies & Tools,YES
61788,Equipment,YES
61790,Other Forestry Equipment,YES
159685,GPS & Guidance Equipment,YES
2992,Other Businesses for Sale,YES
11760,Manufacturing,YES
11761,Retail & General Stores,YES
11762,Service Businesses,YES
11764,Wholesale Trade & Distribution,YES
46689,Internet Businesses & Websites,YES
46690,Marketing,YES
46691,Vending & Coin-op,YES
50973,Patents & Trademarks,YES
26256,Industrial Sewing Machines,YES
45034,Textile Machine Parts & Attachments,YES
45036,Other Textile & Apparel Equipment,YES
53235,Textile Supplies,YES
67224,Embroidery Machines,YES
258296,Die Cutting Machines,YES
258297,Drill & Notcher Machines,YES
258298,Laser & Ultrasonic Cutting Machines,YES
258299,Round Knife Cutting Machines,YES
258300,Straight Knife Cutting Machines,YES
258301,Finishing Machines,YES
11809,Other Process Engineering Equipment,YES
26258,Other Plastic Processing Equipment & Supplies,YES
45037,Plastic Molding Machines,YES
61791,Molds & Dies,YES
36351,Other Aux Process Equipment,YES
67066,Plastic Process Dryers,YES
67067,Plastic Granulators,YES
71420,Plastic Welders & Sealers,YES
258224,Air Filtration Systems & Dust Collectors,YES
258225,Dust Collector Bags & Cartridges,YES
258227,"Fluid Filtration Systems, Vessels & Housings",YES
258228,Filtration Basket Strainers & Wire Mesh,YES
258229,Liquid Filter Bags & Cartridges,YES
258230,Process Boilers,YES
258232,Drum/Tank Mixers,YES
258233,Mud Mixers,YES
258234,Paint Mixers,YES
58291,Cleanroom Equipment,YES
58294,Tool & Machine Components,YES
58295,Other Semiconductor & PCB Manufacturing,YES
58296,Burn-in Equipment,YES
258261,Burn-in Equipment Components,YES
258262,Cleanroom Components,YES
258264,Industrial Microscopes,YES
258265,Industrial Microscope Components,YES
258266,Measurement Equipment,YES
258267,Other Inspection Equipment & Components,YES
258269,PCB Assembly Lines,YES
258270,PCB Conveyors,YES
258271,PCB Feeders,YES
258273,PCB Axial & Radial Inserters,YES
258275,PCB Magazine Loader Machines,YES
258276,PCB Cleaners,YES
258277,PCB Mounting Cards,YES
258278,PCB Soldering Equipment,YES
258279,PCB Soldering Components,YES
258280,Pick and Place/SMT Machines,YES
258281,Pick and Place Machine/SMT Components,YES
258282,PCB Printers,YES
258283,Other PCB Assembly Equipment & Components,YES
258285,IC Bonding Equipment,YES
258286,Probes,YES
258287,Probing Machines,YES
258288,Probing Machine Components,YES
258289,Testing Equipment,YES
258290,Other Test & Assembly Equipment & Components,YES
258292,Silicon Wafers,YES
258293,Wafer Processing Equipment,YES
258294,Wafer Processing Components,YES
67237,Woodworking Manuals & Books,NO
92150,"Other CNC, Metalworking & Manufacturing",YES
166671,Metalworking Software,YES
182921,Metal & Alloy Angles,YES
182922,Metal & Alloy Channels,YES
182923,Metal & Alloy Discs,YES
182924,Metal & Alloy Hex Rods,YES
182926,Metal & Alloy Round Rods,YES
182927,Metal & Alloy Round Tubes,YES
182928,Metal Sheets & Flat Stock,YES
182929,Metal & Alloy Spheres,YES
182930,Metal & Alloy Square Bars,YES
182931,Metal & Alloy Square Tubes,YES
182932,Metal Non-Electrical Wire,YES
258235,Metal & Alloy Hex Tubes,YES
182934,Carbon Fiber Round Tubes,YES
182935,Carbon Fiber Square Tubes,YES
182936,Carbon Fiber Sheets,YES
182938,Graphite Round Rods,YES
182939,Graphite Square Bars,YES
182940,Graphite Sheets,YES
258238,Plastic Discs,YES
258239,Plastic Hex Rods,YES
258240,Plastic Hex Tubes,YES
258241,Plastic Round Rods,YES
258242,Plastic Round Tubes,YES
258243,Plastic Sheets,YES
258244,Plastic Spheres,YES
258245,Plastic Square Bars,YES
258246,Plastic Square Tubes,YES
258248,Rubber Discs,YES
258249,Rubber Hex Rods,YES
258250,Rubber Hex Tubes,YES
258251,Rubber Round Rods,YES
258252,Rubber Round Tubes,YES
258253,Rubber Sheets,YES
258254,Rubber Spheres,YES
258255,Rubber Square Bars,YES
258256,Rubber Square Tubes,YES
258258,Lumber Wood,YES
258259,Veneer Sheets & Rolls,YES
258260,Other Raw Materials,YES
11774,Other Welding Equipment,YES
58260,Welding Aprons,YES
67045,Welding Gloves,YES
67046,Welding Goggles,YES
67051,Welding Jackets,YES
67052,Other Welding Protective Gear,YES
92090,Welding Helmets,YES
171584,Welding Helmet & Goggle Lenses,YES
182893,Welding Sleeves,YES
182894,Welding Screens,YES
182895,Welding Blankets,YES
182896,Welding Curtains,YES
258174,Welding Covers,YES
67053,Welding Carts,YES
124820,Welding Gas Cylinders,YES
67054,MIG Guns & Torches,YES
67062,TIG Torches,YES
124822,MIG Welders,YES
124825,TIG Welders,YES
166672,Plasma Cutters,YES
182898,Stick Welders,YES
182899,Multiprocess Welders & Cutters,YES
182900,Plasma Cutter Torches & Bodies,YES
182901,Spot Welders,YES
182902,Gas Welding Torches,YES
182903,Gas Cutting Torches,YES
182904,Gas Welding & Cutting Kits,YES
258109,Torch Hoses & Tips,YES
67063,Tungsten Electrodes,YES
182906,Plasma Cutter Electrodes,YES
182907,Other Welding Materials,YES
258303,Welding Rods,YES
258304,Welding Wires,YES
171586,"Nozzles, Collets & Lenses",YES
182909,Electrode Holders,YES
182910,Electrode Drying Ovens,YES
182911,"Other MIG, TIG & Stick Accessories",YES
258171,Electrode Sharpeners & Grinders,YES
258172,Foot Control Pedals,YES
171585,Plasma Cutter Tips & Nozzles,YES
182913,Plasma Cutter Kits,YES
182914,Cutter Guides & Stencils,YES
182915,Welding Cables & Reels,YES
182916,"Gas Regulators, Valves & Accessories",YES
182917,"Welding Benches, Positioners & Tables",YES
182918,Welding Books & Manuals,NO
