category_id,category_path,listing_count
116656,"Crafts|Kids' Crafts|Drawing & Painting|Pens & Markers",1
37635,"Baby|Nursery Décor|Wall Décor|Wall Hangings",1
178062,"Pet Supplies|Dog Supplies|Transport & Travel|Other Transport & Travel",1
122907,"Home & Garden|Yard, Garden & Outdoor Living|Garden Hand Tools & Equipment|Trowels",1
53294,"Business & Industrial|Facility Maintenance & Safety|Public Safety Staff Equipment|Police & Turnout Gear|Other Police & Turnout Gear",1
75035,"Health & Beauty|Health Care|First Aid|Kits & Bags",1
36109,"Sporting Goods|Camping & Hiking|Hiking Backpacks|Other Camping & Hiking Backpacks",1
42266,"Home & Garden|Tools & Workshop Equipment|Power Tools|Buffers & Polishers",1
258113,"Business & Industrial|CNC, Metalworking & Manufacturing|Metalworking Supplies|Abrasives|Burrs",1
87141,"Sporting Goods|Camping & Hiking|Camping Cooking Supplies|Camping Cookware",1
113355,"Crafts|Home Arts & Crafts|Upholstery Tools & Equipment",1
52365,"Clothing, Shoes & Accessories|Men|Men's Accessories|Hats",1
31802,"Health & Beauty|Makeup|Lips|Lip Gloss",1
179011,"Sporting Goods|Camping & Hiking|Tents & Canopies|Canopies & Shelters",1
101428,"Home & Garden|Kitchen, Dining & Bar|Kitchen Storage & Organization|Lunch Containers",1
178999,"Home & Garden|Tools & Workshop Equipment|Hand Tools|Pry & Wrecking Bars",1
67421,"Health & Beauty|Oral Care|Standard Toothbrushes",1
13362,"Sporting Goods|Fitness, Running & Yoga|Other Fitness, Running & Yoga",1
11785,"Crafts|Art Supplies|Painting Supplies|Other Painting Supplies",1
180103,"Dolls & Bears|Dolls, Clothing & Accessories|Doll Clothes & Accessories|Vehicles",1
20871,"Sporting Goods|Tennis & Racquet Sports|Tennis|Racquets",1
82591,"Health & Beauty|Hair Care & Styling|Hair Ties & Styling Accessories",1
20653,"Home & Garden|Kitchen, Dining & Bar|Kitchen Storage & Organization|Food Storage Bags",1
161648,"Home & Garden|Household Supplies & Cleaning|Cleaning Tools|Dusters",1
32884,"Home & Garden|Kitchen, Dining & Bar|Baking Accs. & Cake Decorating|Cookie Cutters",1
20651,"Home & Garden|Kitchen, Dining & Bar|Kitchen Tools & Gadgets|Other Kitchen Tools & Gadgets",1
36277,"Sporting Goods|Indoor Games|Table Tennis, Ping Pong|Paddles",1
