item_id,sku,aspect,varied_by,before,after
365879996356,SON-100PKZIPTIES-PARENT,Item Width,,9,9 in
365879996377,SON-HPS-105-RD,Item Height,,1,1 in
365879996377,SON-HPS-105-RD,Item Length,,11.5,11.5 in
365879996377,SON-HPS-105-RD,Item Weight,,0.33,0.33 lb
365879996382,SON-HAWKBILLKNIFE-DCNV,Item Weight,,0.25,0.25 lb
365879996382,SON-HAWKBILLKNIFE-DCNV,Overall Length,,5,5 in
365879996421,SON-GUNROPE-PARENT,Item Height,,1,1 in
365879996421,SON-GUNROPE-PARENT,Item Length,,4,4 in
365879996421,SON-GUNROPE-PARENT,Item Weight,,0.08,0.08 lb
365879996421,SON-GUNROPE-PARENT,Item Width,,1,1 in
365880019102,SON-ASR-EMERG-CNDL-PARENT,Item Height,,2.5,2.5 in
365880019102,SON-ASR-EMERG-CNDL-PARENT,Item Length,,3.25,3.25 in
365880019102,SON-ASR-EMERG-CNDL-PARENT,Item Weight,,0.65,0.65 lb
365880019102,SON-ASR-EMERG-CNDL-PARENT,Item Width,,3.25,3.25 in
365880042745,SON-SNAPATITEUTENSILS-4PC,Item Height,,0.25,0.25 in
365880042745,SON-SNAPATITEUTENSILS-4PC,Item Length,,6.75,6.75 in
365880042745,SON-SNAPATITEUTENSILS-4PC,Item Weight,,0.2,0.2 lb
365880042745,SON-SNAPATITEUTENSILS-4PC,Item Width,,1,1 in
365880042750,UNV-DVCHCK-BUN-29PC-18X12-GRN-BNDL,Size,,"18"" x 12""",18 in x 12 in
365880042761,NPT-6TOPWMNCKSNG-2PC-6-GRN,Blade Length,,2 - 3in.,2 - 3 in.
365880042779,HWK-TOOLBELT-PARENT-HPN,Item Height,,9,9 in
365880042779,HWK-TOOLBELT-PARENT-HPN,Item Length,,22,22 in
365880042779,HWK-TOOLBELT-PARENT-HPN,Item Width,,8,8 in
365920250803,4SN-BLE-17OZCOFFEEMUGS-PARENT,Item Weight,,0.96,0.96 lb
365924277847,4SN-BLE-12PKCOOKIECUTTERS-STD,Item Height,,1.5,1.5 in
365938401688,ASR-BADGEHOLDER-CAS2S-WEAVE,Item Length,,5,5 in
365938401688,ASR-BADGEHOLDER-CAS2S-WEAVE,Item Width,,4,4 in
366005344632,LST-SPACECINCHSET-3PC-PARENT,Item Height,,3,3 in
366005344632,LST-SPACECINCHSET-3PC-PARENT,Item Length,,20,20 in
366005344632,LST-SPACECINCHSET-3PC-PARENT,Item Width,,8,8 in
366442753207,KOL-TTX-MINIGARDENTOOLSET-3PC-BUN,Item Weight,,0.2,0.2 lb
