item_id,sku,child_item_id,match_method,total_images,unique_images,shared_with_parent_images
364899577169,TWL-TCSR1200LBBSB-1000FT-BLCK-BUN,v1|364899577169|635463246064,aspect_match,1,1,0
364899577169,TWL-TCSR1200LBBSB-100FT-BLCK-BUN,v1|364899577169|635463246062,aspect_match,1,1,0
364899577169,TWL-TCSR1200LBBSB-50FT-BLCK-BUN,v1|364899577169|635463246061,aspect_match,1,1,0
235054823492,ASR-AOSBPRBS500FT-BUN-500PK-500F-BLCK,v1|235054823492|536037975699,aspect_match,7,7,0
235054823492,ASR-AOSOGPRBS500FT-BUN-500PK-500F-OLVDRB,v1|235054823492|536037975702,aspect_match,6,6,0
235054823492,SON-550LBSSSPRRO100FT-100FT-ORNG,v1|235054823492|536037975703,aspect_match,5,5,0
235054823492,SON-AOSPRB100F-100F-BLCK,v1|235054823492|536037975698,aspect_match,7,7,0
235054823492,SON-AOSPRFC100FT-100FT-GRN,v1|235054823492|536037975700,aspect_match,7,7,0
235054823492,SON-AOSPROG100F-100F-ODGRN,v1|235054823492|536037975701,aspect_match,6,6,0
365680010387,26C-LBLH-ACACIAPASTASPOON-1PC,v1|365680010387|635459331908,aspect_match,4,4,0
365680010387,26C-LBLH-ACACIAWOODENCORNERSPOON-1PC,v1|365680010387|635459331901,aspect_match,7,7,0
365680010387,26C-LBLH-ACACIAWOODENSKIMMER-1PC,v1|365680010387|635459331902,aspect_match,7,7,0
365680010387,26C-LBLH-ACACIAWOODENSPATULA-1PC,v1|365680010387|635459331903,aspect_match,7,7,0
365680010387,26C-LBLH-ACACIAWOODENSPOON-1PC,v1|365680010387|635459331900,aspect_match,1,1,0
365680010387,26C-LBLH-ACACIAWOODENSPOONSET-3PC-BUN,v1|365680010387|635459331904,aspect_match,3,3,0
365680010387,26C-LBLH-ACACIAWOODENSPOONSET-4PC-BUN,v1|365680010387|635459331910,aspect_match,2,2,0
365680010387,26C-LBLH-ACACIAWOODENSPURTLE-1PC,v1|365680010387|635459331905,aspect_match,7,7,0
365680010387,26C-LBLH-ACACIAWOODSPATULASET-2PC-BUN,v1|365680010387|635459331906,aspect_match,3,3,0
365680010387,26C-LBLH-ACACIAWOODUTENSILSET-5PC-BUN,v1|365680010387|635459331907,aspect_match,2,2,0
365680010387,26C-LBLH-ACACIAWOODUTENSILSET-6PC-BUN,v1|365680010387|635459331909,aspect_match,2,2,0
235480965695,NPT-135CKWAEFSAH-135,v1|235480965695|536696483134,aspect_match,6,6,0
235480965695,NPT-135CKWDSAH-135-555,v1|235480965695|536696483140,aspect_match,9,9,0
235480965695,NPT-135CKWDSAH-135-99,v1|235480965695|536696483139,aspect_match,10,10,0
235480965695,NPT-135CKWHSAH-135-WHT-55,v1|235480965695|536696483138,aspect_match,8,8,0
235480965695,NPT-14IDWDOCK-2PC,v1|235480965695|536696483136,aspect_match,6,6,0
235480965695,NPT-BEEDBK-2PC,v1|235480965695|536696483132,aspect_match,1,1,0
235480965695,NPT-CDKWED7IBWS-2PC-LG-BLCK-IH,v1|235480965695|536696483135,aspect_match,6,6,0
235480965695,NPT-FWEDBKWS-2PC-SML-RD-US,v1|235480965695|536696483137,aspect_match,8,8,0
235480965695,NPT-WEEDBKWS-2PC-SML-WHT-3,v1|235480965695|536696483133,aspect_match,6,6,0
126488763142,4SN-CINCHBAG-AVG,v1|126488763142|427526679800,aspect_match,3,3,0
126488763142,4SN-CINCHBAG-MARVEL-KAWAII-BUN,v1|126488763142|427526679798,aspect_match,6,6,0
126488763142,4SN-CINCHBAG-MICKEYMOUSE-BUN,v1|126488763142|427526679797,aspect_match,3,3,0
126488763142,4SN-CINCHBAG-PAW,v1|126488763142|427526679799,aspect_match,6,6,0
126488763142,4SN-CINCHBAG-PRIN,v1|126488763142|427526679803,aspect_match,6,6,0
126488763142,4SN-CINCHBAG-SPIDERMAN,v1|126488763142|427526679805,aspect_match,3,3,0
126488763142,4SN-CINCHBAG-SUPRMAN-BUN,v1|126488763142|427526679796,aspect_match,3,3,0
126488763142,4SN-CINCHBAG-SUPRMAN-CAPE,v1|126488763142|427526679804,aspect_match,3,3,0
126488763142,4SN-CINCHBAG-TS-SA,v1|126488763142|427526679802,aspect_match,6,6,0
126488763142,4SN-CINCHBAG-TS-SR,v1|126488763142|427526679801,aspect_match,3,3,0
126488763142,4SN-CINCHBAG-YODA-PRECARG-BUN,v1|126488763142|427526679794,aspect_match,1,1,0
126488763142,4SN-CINCHBAG-YODA-UNKNOWN-BUN,v1|126488763142|427526679795,aspect_match,3,3,0
365680341386,4SN-SAVBANK-FRZN-VAR,v1|365680341386|635459335350,aspect_match,1,1,0
365680341386,4SN-SAVBANK-MIC22201-CHARVAR,v1|365680341386|635459335351,aspect_match,1,1,0
365680341386,4SN-SAVBANK-MIN-22202-CHARVAR,v1|365680341386|635459335352,aspect_match,2,2,0
365680341386,4SN-SAVBANK-PAW-15272-CHARVAR,v1|365680341386|635459335354,aspect_match,1,1,0
365680341386,4SN-SAVBANK-POOH-99729,v1|365680341386|635459335353,aspect_match,10,10,0
235528772889,4SN-TOUCHWATCH-JOJ-56920,v1|235528772889|536708428341,aspect_match,6,6,0
235528772889,4SN-TOUCHWATCH-LAS-56903,v1|235528772889|536708428342,aspect_match,6,6,0
235528772889,4SN-TOUCHWATCH-LOL-56920,v1|235528772889|536708428343,aspect_match,6,6,0
235528772889,4SN-TOUCHWATCH-SUP-56919,v1|235528772889|536708428344,aspect_match,6,6,0
235528772889,4SN-TOUCHWATCH-TS4-56903,v1|235528772889|536708428345,aspect_match,6,6,0
126145377750,ASR-KEVLARSTRENGTHSURVIVALBLACK-100FT-8,v1|126145377750|427680141788,aspect_match,4,0,4
126145377750,ASR-KEVLARSTRENGTHSURVIVALBLACK-7,v1|126145377750|427680141790,aspect_match,4,0,4
126145377750,ASR-KEVLARSTRENGTHSURVIVALBLACK-9,v1|126145377750|427680141792,aspect_match,4,0,4
126145377750,TWL-K200LBSHSSPC1000FT-BUN-1000PK-1000-B,v1|126145377750|427680141789,aspect_match,4,0,4
126145377750,TWL-KHSSPC50FTB-BUN-50PK-50FT-BLCK-4,v1|126145377750|427680141791,aspect_match,4,0,4
235439416399,ASR-ASRINCHGREENRIFFLES-TT,v1|235439416399|536480313297,partial_aspect_match,9,9,0
235439416399,ASR-ASRMESHPANNINGRECOVERY-TT,v1|235439416399|535566786441,partial_aspect_match,7,7,0
235439416399,ASR-GOLDMATERIALSINCHGREEN-2-TT,v1|235439416399|536480313298,partial_aspect_match,9,9,0
235439416399,ASR-GOLDMESHPANNINGMATERIALS-10-TT,v1|235439416399|536480313304,partial_aspect_match,9,9,0
235439416399,ASR-GOLDMESHPANNINGMATERIALS-3-TT,v1|235439416399|536480313303,partial_aspect_match,9,9,0
235439416399,ASR-GOLDMESHPANNINGMATERIALS-4-TT,v1|235439416399|536480313305,partial_aspect_match,9,9,0
235439416399,ASR-GOLDMESHPANNINGMATERIALS-6-TT,v1|235439416399|536480313301,partial_aspect_match,9,9,0
235439416399,ASR-GOLDMESHPANNINGMATERIALS-TT,v1|235439416399|536480313299,partial_aspect_match,9,9,0
235439416399,ASR-GOLDSIFTINGMESHFREE-2-TT,v1|235439416399|536480313300,partial_aspect_match,9,9,0
235439416399,ASR-MESHPANNINGMATERIALSBASED-TT,v1|235439416399|535566786450,partial_aspect_match,8,8,0
235439416399,ASR-MESHPANNINGMINERALMATERIALS-5-TT,v1|235439416399|535566786452,partial_aspect_match,5,5,0
235439416399,ASR-SIFTINGMESHFREEMUST-4-TT,v1|235439416399|535566786451,partial_aspect_match,6,6,0
235439416399,SON-GSC14MSSPPWFP-2PC-SML-GRN--2-2-TT,v1|235439416399|536480313302,partial_aspect_match,9,9,0
126386406454,TWL-TECHNORA-400LBS-BLCK-100-FT,v1|126386406454|427427108888,partial_aspect_match,5,0,5
126386406454,TWL-TECHNORA-400LBS-BLCK-1000-FT,v1|126386406454|427477068772,partial_aspect_match,5,0,5
126386406454,TWL-TECHNORA-400LBS-BLCK-25-FT,v1|126386406454|427427108886,partial_aspect_match,5,0,5
126386406454,TWL-TECHNORA-400LBS-BLCK-50-FT,v1|126386406454|427427108887,partial_aspect_match,5,0,5
126386406454,TWL-TECHNORA-400LBS-BLCK-500-FT-RDX,v1|126386406454|427427108889,partial_aspect_match,5,0,5
235483317325,VECTRAN-600LB-CORD-CHILD-NATURAL-100FT,v1|235483317325|536534277661,aspect_match,2,0,2
235483317325,VECTRAN-600LB-CORD-CHILD-NATURAL-25FT,v1|235483317325|536534277662,aspect_match,2,0,2
235483317325,VECTRAN-600LB-CORD-CHILD-NATURAL-500FT,v1|235483317325|536534277663,aspect_match,2,0,2
235483317325,VECTRAN-600LB-CORD-CHILD-NATURAL-50FT,v1|235483317325|536534277664,aspect_match,2,0,2
364851559092,4SN-PINCHBOWL-47332-12PC-BUN,v1|364851559092|634411449352,aspect_match,5,5,0
364851559092,4SN-PINCHBOWL-47332-2PC-BUN,v1|364851559092|634411449350,aspect_match,1,1,0
364851559092,4SN-PINCHBOWL-47332-4PC-IH,v1|364851559092|634411449353,aspect_match,3,3,0
364851559092,4SN-PINCHBOWL-47332-8PC-BUN,v1|364851559092|634411449351,aspect_match,7,7,0
366005344632,LST-SPACECINCHSET-3PC-GRN-BUN,v1|366005344632|635779798535,aspect_match,3,3,0
366005344632,LST-SPACECINCHSET-3PC-RED-BUN,v1|366005344632|635779798536,aspect_match,3,3,0
236402678858,DOY-ASRT-LARGE-03-GRY-STD,v1|236402678858|536954445652,aspect_match,3,3,0
236402678858,DOY-ASRT-LARGE-04-BLK-STD,v1|236402678858|536954445651,aspect_match,2,2,0
236402678858,DOY-ASRT-SMALL-01-GRY-STD,v1|236402678858|536954445650,aspect_match,3,3,0
236402678858,DOY-ASRT-SMALL-02-BLK-STD,v1|236402678858|536954445649,aspect_match,2,2,0
363809308977,MCN-TTAPE-HEXPATCH-10736-GRAY-1PK,v1|363809308977|634410350805,aspect_match,4,4,0
363809308977,MCN-TTAPE-HEXPATCH-10736-GRAY-2PK,v1|363809308977|634410350807,aspect_match,4,4,0
363809308977,MCN-TTAPE-HEXPATCH-10737-GREEN-1PK,v1|363809308977|634410350804,aspect_match,4,4,0
363809308977,MCN-TTAPE-HEXPATCH-10737-GREEN-2PK,v1|363809308977|634410350806,aspect_match,4,4,0
363809308977,MCN-TTAPE-HEXPATCH-10738-BLUE-1PK,v1|363809308977|634410350803,aspect_match,4,4,0
363809308977,MCN-TTAPE-HEXPATCH-10738-BLUE-2PK,v1|363809308977|634410350808,aspect_match,4,4,0
363809308977,MCN-TTAPE-HEXPATCH-10739-ORANGE-1PK,v1|363809308977|634331237189,aspect_match,5,5,0
363809308977,MCN-TTAPE-HEXPATCH-10739-ORANGE-2PK,v1|363809308977|634331237190,aspect_match,5,5,0
363809308977,MCN-TTAPE-HEXPATCH-BLK,v1|363809308977|634331071650,aspect_match,1,1,0
363809308977,MCN-TTAPE-HEXPATCH-BLK-2PK,v1|363809308977|634331071655,aspect_match,1,1,0
363809308977,MCN-TTAPE-HEXPATCH-BLKCLR,v1|363809308977|634331071652,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-BLKCLR-2PK,v1|363809308977|634331071657,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-CLR,v1|363809308977|634331071651,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-CLR-2PK,v1|363809308977|634331071656,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-COYOTE,v1|363809308977|634331071653,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-COYOTE-2PK,v1|363809308977|634331071658,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-ODGREEN,v1|363809308977|634331071654,aspect_match,9,9,0
363809308977,MCN-TTAPE-HEXPATCH-ODGREEN-2PK,v1|363809308977|634331071659,aspect_match,9,9,0
235441319364,SON-15X15SLPB-100PC-15X15-CLR,v1|235441319364|536718823184,aspect_match,2,2,0
235441319364,SON-2X2SLPB-100PC-2X2-CLR,v1|235441319364|536718823185,aspect_match,2,2,0
235441319364,SON-3X3SLPB-100PC-3X3-CLR,v1|235441319364|536718823186,aspect_match,1,1,0
235441319364,SON-3X4SLPB-100PC-3X4-CLR,v1|235441319364|536718823187,aspect_match,2,2,0
235441319364,SON-4X5SLPB-100PC-4X5-CLR,v1|235441319364|536718823188,aspect_match,2,2,0
235441319364,SON-5X6SLPB-100PC-5X6-CLR,v1|235441319364|536718823189,aspect_match,2,2,0
235441319364,SON-5X7SLPB-100PC-5X7-CLR,v1|235441319364|536718823190,aspect_match,3,3,0
235441319364,SON-6X9SLPB-100PC-6X9-CLR,v1|235441319364|536718823191,aspect_match,2,2,0
235441319364,SON-8IX10IZLB-100PC-LG-CLR,v1|235441319364|536718823192,aspect_match,2,2,0
235397488898,PLC-550-BLACK-45IN,v1|235397488898|535470897353,aspect_match,10,0,10
235397488898,PLC-550-BLACK-54IN,v1|235397488898|535470897354,aspect_match,10,0,10
235397488898,PLC-550-BLACK-60IN,v1|235397488898|535470897355,aspect_match,10,0,10
235397488898,PLC-550-BLACK-72IN,v1|235397488898|535470897356,aspect_match,10,0,10
235397488898,PLC-550-BLACK-81IN,v1|235397488898|535470897357,aspect_match,10,0,10
235397488898,PLC-550-BROWN-45IN,v1|235397488898|535470897362,aspect_match,10,0,10
235397488898,PLC-550-BROWN-54IN,v1|235397488898|535470897361,aspect_match,10,0,10
235397488898,PLC-550-BROWN-60IN,v1|235397488898|535470897360,aspect_match,10,0,10
235397488898,PLC-550-BROWN-72IN,v1|235397488898|535470897359,aspect_match,10,0,10
235397488898,PLC-550-BROWN-81IN,v1|235397488898|535470897358,aspect_match,10,0,10
235397488898,PLC-550-ODGREEN-45IN,v1|235397488898|535470897343,aspect_match,10,0,10
235397488898,PLC-550-ODGREEN-54IN,v1|235397488898|535470897344,aspect_match,10,0,10
235397488898,PLC-550-ODGREEN-60IN,v1|235397488898|535470897345,aspect_match,10,0,10
235397488898,PLC-550-ODGREEN-72IN,v1|235397488898|535470897346,aspect_match,10,0,10
235397488898,PLC-550-ODGREEN-81IN,v1|235397488898|535470897347,aspect_match,10,0,10
235397488898,PLC-550-TAN-45IN,v1|235397488898|535470897348,aspect_match,10,0,10
235397488898,PLC-550-TAN-54IN,v1|235397488898|535470897349,aspect_match,10,0,10
235397488898,PLC-550-TAN-60IN,v1|235397488898|535470897350,aspect_match,10,0,10
235397488898,PLC-550-TAN-72IN,v1|235397488898|535470897351,aspect_match,10,0,10
235397488898,PLC-550-TAN-81IN,v1|235397488898|535470897352,aspect_match,10,0,10
363665320900,SON-CUTBRD12X15-VARZ-10PK,v1|363665320900|634721479039,aspect_match,7,0,7
363665320900,SON-CUTBRD12X15-VARZ-20PK-AO,v1|363665320900|634721479041,aspect_match,7,0,7
363665320900,SON-CUTBRD12X15-VARZ-2PK,v1|363665320900|634721479040,aspect_match,7,0,7
363665320900,SON-CUTBRD12X15-VARZ-4PK,v1|363665320900|634721479042,aspect_match,7,0,7
363665320900,SON-CUTBRD12X15-VARZ-8PK,v1|363665320900|634721479043,aspect_match,7,0,7
235148716431,WTB-BLANKET-1DGRAY,v1|235148716431|535137944457,aspect_match,1,1,0
235148716431,WTB-BLANKET-1FBLK-YELLEROW,v1|235148716431|535137944459,aspect_match,3,3,0
235148716431,WTB-SOUTHBLANK-1FWHI,v1|235148716431|535137944458,aspect_match,6,6,0
365816245798,SON-ASRO-LOCKCARABINERS-BLK-STD,v1|365816245798|635593693511,aspect_match,3,3,0
365816245798,SON-ASRO-LOCKCARABINERS-GRN-STD,v1|365816245798|635593693512,aspect_match,6,6,0
365816245798,SON-ASRO-LOCKCARABINERS-SLV-STD,v1|365816245798|635593693513,aspect_match,2,2,0
235399090909,KEVLAR-200-CORD-BLUE-1000FT,v1|235399090909|536040844988,aspect_match,4,4,0
235399090909,KEVLAR-200-CORD-BLUE-100FT,v1|235399090909|536040844986,aspect_match,4,4,0
235399090909,KEVLAR-200-CORD-BLUE-25FT,v1|235399090909|536040844984,aspect_match,4,4,0
235399090909,KEVLAR-200-CORD-BLUE-500FT,v1|235399090909|536040844987,aspect_match,4,4,0
235399090909,KEVLAR-200-CORD-BLUE-50FT,v1|235399090909|536040844985,aspect_match,4,4,0
235399090909,KEVLAR-200-CORD-NATURAL-1000FT,v1|235399090909|536040844993,aspect_match,3,3,0
235399090909,KEVLAR-200-CORD-NATURAL-100FT,v1|235399090909|536040844991,aspect_match,3,3,0
235399090909,KEVLAR-200-CORD-NATURAL-25FT,v1|235399090909|536040844989,aspect_match,3,3,0
235399090909,KEVLAR-200-CORD-NATURAL-500FT,v1|235399090909|536040844992,aspect_match,3,3,0
235399090909,KEVLAR-200-CORD-NATURAL-50FT,v1|235399090909|536040844990,aspect_match,3,3,0
126495661368,DOY-CERAMIC-WHT-10PK-18MM-TT,v1|126495661368|427661274145,aspect_match,11,11,0
126495661368,DOY-CERAMIC-WHT-10PK-9MM-TT,v1|126495661368|427661274146,aspect_match,12,12,0
126495661368,DOY-CERAMIC-WHT-10PK-TRIANGLE-TT,v1|126495661368|427661274147,aspect_match,11,11,0
126495661368,DOY-TTX-2NOTCHCERAMICBLADES-10PK,v1|126495661368|427661274148,aspect_match,6,6,0
127389768411,SON-475POCKETKNIFE-FOLCAM,v1|127389768411|428484976786,aspect_match,1,1,0
127389768411,SON-475POCKETKNIFE-REPTILE,v1|127389768411|428484976785,aspect_match,1,1,0
127389768441,26C-BLE-PARINGUTILITYKNIFESET-2PC-BUN,v1|127389768441|428484986022,aspect_match,6,6,0
127389768441,26C-BLE-WF-35PARINGKNIFE-STD,v1|127389768441|428484986026,aspect_match,5,5,0
127389768441,26C-BLE-WF-5INCHUTILITYKNIFE-STD,v1|127389768441|428484986028,aspect_match,4,4,0
127389768441,26C-BLE-WF-7INCHSANTOKUKNIFE-STD,v1|127389768441|428484986027,aspect_match,5,5,0
127389768441,26C-BLE-WF-8INCHCHEFSKNIFE-STD,v1|127389768441|428484986025,aspect_match,6,6,0
127389768441,26C-BLE-WF-SERRATEDBREADKNIFE-STD,v1|127389768441|428484986024,aspect_match,5,5,0
127389768441,26C-BLE-WHEATFIBERKNIVES-5PC-BUN,v1|127389768441|428484986023,aspect_match,5,5,0
236344962465,DOY-NORALACE-BLACK-2500-3FT,v1|236344962465|536911967741,aspect_match,4,4,0
236344962465,DOY-NORALACE-BLACK-2500-4FT,v1|236344962465|536911967743,aspect_match,4,4,0
236344962465,DOY-NORALACE-BLACK-2500-5FT,v1|236344962465|536911967745,aspect_match,4,4,0
236344962465,DOY-NORALACE-BLACK-2500-6FT,v1|236344962465|536911967747,aspect_match,4,4,0
236344962465,DOY-NORALACE-BLACK-2500-7FT,v1|236344962465|536911967749,aspect_match,4,4,0
236344962465,DOY-NORALACE-BLACK-2500-8FT,v1|236344962465|536911967751,aspect_match,4,4,0
236344962465,DOY-NORALACE-BLACK-2500-9FT,v1|236344962465|536911967753,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-3FT,v1|236344962465|536911967742,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-4FT,v1|236344962465|536911967744,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-5FT,v1|236344962465|536911967746,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-6FT,v1|236344962465|536911967748,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-7FT,v1|236344962465|536911967750,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-8FT,v1|236344962465|536911967752,aspect_match,4,4,0
236344962465,DOY-NORALACE-TAN-2500-9FT,v1|236344962465|536911967754,aspect_match,4,4,0
236344962475,DLT-STOCKING-DESPICME-MINIONS,v1|236344962475|536911943501,aspect_match,1,1,0
236344962475,DLT-STOCKING-DESPICME-MINIONS-BLUE,v1|236344962475|536911943502,aspect_match,1,1,0
236344962475,DLT-STOCKING-DESPICME-MINIONS-BLUERED-2PC,v1|236344962475|536911943503,aspect_match,1,1,0
365879832377,SON-ICE-TEMPERED-SCISSOR-SP102-IR-TT,v1|365879832377|635654527212,aspect_match,6,0,6
365879832377,SON-ICE-TEMPERED-SCISSOR-SP104-IR-TT,v1|365879832377|635654527213,aspect_match,6,0,6
365879832377,SON-ICE-TEMPERED-SCISSOR-SP105-IR-TT,v1|365879832377|635654527214,aspect_match,6,0,6
365879832385,MCN-PCUCCH-325-BLCK-50FT,v1|365879832385|635654475861,aspect_match,1,1,0
365879832385,MCN-PCUCCH-325-BLCK-50FT-2PK,v1|365879832385|635654475862,aspect_match,1,1,0
365879832390,HWK-TTX-PINKCRAFTINGMAT-12x18,v1|365879832390|635654554916,aspect_match,6,6,0
365879832390,HWK-TTX-PINKCRAFTINGMAT-2PC-BUN,v1|365879832390|635654554917,aspect_match,3,3,0
365879832390,HWK-TTX-PINKCRAFTINGMAT-9X12,v1|365879832390|635654554915,aspect_match,6,6,0
365879832393,4SN-BEAUTYTOOLKIT-9PC-BUN,v1|365879832393|635654515013,aspect_match,2,2,0
365879832393,4SN-BLACKHEADREMOV-3PC-71219,v1|365879832393|635654515014,aspect_match,9,9,0
365879832393,4SN-DUALNAILBRUSH-70066,v1|365879832393|635654515015,aspect_match,10,10,0
365879832393,4SN-EYETOOLKIT-2PC-71209,v1|365879832393|635654515011,aspect_match,9,9,0
365879832393,4SN-NAILCLIPSET-3PC-71213,v1|365879832393|635654515012,aspect_match,7,7,0
365879832397,SON-TTX-ICESCRAPERGLOVE-BLK,v1|365879832397|635654581126,aspect_match,6,6,0
365879832397,SON-TTX-ICESCRAPERGLOVE-BLK-2PK,v1|365879832397|635654581127,aspect_match,6,6,0
127389838864,HAWK-SLFHEALMAT-BL,v1|127389838864|428484821112,aspect_match,6,6,0
127389838864,HAWK-SLFHEALMAT-BL-12,v1|127389838864|428484821111,aspect_match,6,6,0
127389838864,HAWK-SLFHEALMAT-GR,v1|127389838864|428484821110,aspect_match,1,1,0
127389838864,HAWK-SLFHEALMAT-GR-12,v1|127389838864|428484821109,aspect_match,1,1,0
127389838878,ASR-FBPWP-BUN-1000PK-SML-BLUE,v1|127389838878|428485054722,aspect_match,7,7,0
127389838878,ASR-FBPWP-BUN-100PK-SML-BLUE,v1|127389838878|428485054718,aspect_match,6,6,0
127389838878,ASR-PENFLEXIBLEWRITINGTOOL-25PK-BLU,v1|127389838878|428485054720,aspect_match,6,6,0
127389838878,ASR-PENFLEXIBLEWRITINGTOOL-BLU,v1|127389838878|428485054721,aspect_match,6,6,0
127389838878,ASR-PPFBPWPTNL-BUN-500PK-BLU,v1|127389838878|428485054723,aspect_match,6,6,0
127389838878,ASR-PPFBPWPTNL-BUN-50PK-BLU,v1|127389838878|428485054719,aspect_match,6,6,0
127389838878,SHM-PPFBPWPTNL-SML-BLUE,v1|127389838878|428485054717,aspect_match,8,8,0
127389838879,ALUMCASE-CONTAINERS-12PC,v1|127389838879|428485028784,aspect_match,2,2,0
127389838879,ALUMCASE-CONTAINERS-15PC,v1|127389838879|428485028785,aspect_match,2,2,0
127389838879,ALUMCASE-CONTAINERS-20PC,v1|127389838879|428485028786,aspect_match,2,2,0
127389838887,HWK-LEATHAPRON-BLK,v1|127389838887|428484877671,partial_aspect_match,7,7,0
127389838887,HWK-LEATHAPRON-PNK,v1|127389838887|428484877670,partial_aspect_match,1,1,0
127389838894,MCN-GASSRASS-2OZ,v1|127389838894|428484924850,aspect_match,1,1,0
127389838894,MCN-GASSRASS-2OZ-BUN-2PK,v1|127389838894|428484924851,aspect_match,1,1,0
236345031415,SON-CARVSPATULA-PICK-12PC-IR-TT,v1|236345031415|536911999021,partial_aspect_match,5,5,0
236345031415,SON-SSDESWCT-SML-CHRM-TT,v1|236345031415|536911999023,partial_aspect_match,4,4,0
236345031415,SON-SSSWCTS-4PC-SML-CHRM-IR-TT,v1|236345031415|536911999022,partial_aspect_match,11,11,0
236345031415,SON-SSSWCTS-7PC,v1|236345031415|536911999020,partial_aspect_match,1,1,0
365879907956,ASR-11ISCCMTWCC-100PC-SML-SLVR,v1|365879907956|635654572369,aspect_match,8,0,8
365879907956,ASR-11ISCCMTWCC-10PC-SML-SLVR,v1|365879907956|635654572366,aspect_match,8,0,8
365879907956,ASR-11ISCCMTWCC-20PC-SML-SLVR,v1|365879907956|635654572367,aspect_match,8,0,8
365879907956,ASR-11ISCCMTWCC-50PC-SML-SLVR,v1|365879907956|635654572368,aspect_match,8,0,8
365879907956,ASR-11ISCCMTWCC-5PC-SML-SLVR,v1|365879907956|635654572365,aspect_match,8,0,8
365879907956,SON-11ISCCMTWCC-SML-SLVR,v1|365879907956|635654572364,aspect_match,8,0,8
365879907961,ALUMCASE-CONTAINERS-12PC-TT,v1|365879907961|635654523015,aspect_match,1,1,0
365879907961,ALUMCASE-CONTAINERS-15PC-TT,v1|365879907961|635654523016,aspect_match,2,2,0
365879907961,ALUMCASE-CONTAINERS-20PC-TT,v1|365879907961|635654523017,aspect_match,2,2,0
127389838909,UPD-TITANHERO-SPIDERMAN-IRON-WAL-HPNR,v1|127389838909|428485026543,aspect_match,2,2,0
127389838909,UPD-TITANHERO-SPIDERMAN-ULTIMATE-HPNR,v1|127389838909|428485026544,aspect_match,2,2,0
127389838912,PF-POSTER-DUMBBELL-CORE-LAM,v1|127389838912|428484979047,aspect_match,1,0,1
127389838912,PF-POSTER-DUMBBELL-CORE-NONLAM,v1|127389838912|428484979046,aspect_match,1,0,1
127389838930,SON-5INPOCKETKNIFE-BALEAG,v1|127389838930|428484907390,aspect_match,1,1,0
